resp_fMRI.keys, resp_fMRI.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrial, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, designDir, k_val, date, expName, frameRate
, , , , , , , , , , 0, -1, -1, 0, 2005, 12, 1, 1.8349999999999227, 0.03164553563382964, , , 1.68367962447, 160.2990000000001, 162.13400000000001, , 12.039481487751997, 40, 1, 2, 5, 90, 0, 1, 1, 3.7528928468, 0, Why make a phone call?,  Contact a friend., 2, 154.58500000000004, 158.601, 0, 11, 11, 11, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 0.8489999999999327, , , , , , , 0, -1, -1, 0, 2005, 13, 1, 1.5229999999999109, 0.023730803923032732, , , 1.88918727918, 169.56400000000008, 171.087, , 11.41566561507742, 32, 1, 1, 5, 90, 0, 1, 1, 2.42266644175, 0, Why point a camera?,  Take a picture., 1, 165.0490000000001, 167.664, 0, 12, 12, 12, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 2, 1.115000000000009, , , , , , , 0, -1, -1, 0, 2005, 14, 2, 2.185999999999922, 0.03164553563382964, , , 1.61893718643, 178.22800000000007, 180.414, , 7.825662967038798, 26, 1, 2, 5, 90, 0, 1, 1, 2.77438294084, 0, Why use chalk?,  Get fit., 1, 173.72900000000004, 176.59400000000005, 0, 13, 13, 13, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 0.9500000000000455, , , , , , , 0, -1, -1, 0, 2005, 15, 2, 1.4659999999998945, 0.023730803923032732, , , 2.30597189343, 188.7750000000001, 190.24099999999999, , 13.556102917904436, 38, 1, 1, 5, 90, 0, 1, 1, 1.13680649623, 0, How to drink wine?,  Open a bottle. , 4, 183.74300000000005, 186.45900000000006, 0, 14, 14, 14, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 0.9149999999999636, , , , , , , 0, -1, -1, 0, 2005, 16, 1, 2.6989999999998417, 0.03164553563382964, , , 1.4757434767, 196.88900000000012, 199.58799999999997, , 10.233559264589198, 34, 1, 2, 5, 90, 0, 1, 1, 2.66392440706, 0, How to go shopping?,  Use credit cards., 4, 192.72400000000005, 195.40599999999995, 0, 15, 15, 15, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 2, 1.316000000000031, , , , , , , 0, -1, -1, 0, 2005, 17, 2, 2.7490000000000236, 0.023730803923032732, , , 1.23692741826, 206.18700000000013, 208.93600000000015, , 9.631967862721574, 27, 1, 2, 5, 90, 0, 1, 1, 1.07012151392, 0, How to give to charity?,  Use a camera., 5, 201.85500000000002, 204.93700000000013, 0, 16, 16, 16, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.7329999999999472, , , , , , , 0, -1, -1, 0, 2005, 18, 2, 3.4149999999999636, 0.017795592444686172, , , 1.85825890521, 217.183, 220.59799999999996, , 8.371591117237076, 20, 1, 1, 5, 90, 0, 1, 1, 1.37041791525, 0, How to write an email?,  Open a browser., 5, 211.81799999999998, 215.317, 0, 17, 17, 17, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.4320000000000164, , , , , , , 0, -1, -1, 0, 2005, 19, 1, 2.716000000000122, 0.023730803923032732, , , 1.14636981216, 227.07999999999993, 229.79600000000005, , 12.48588426649093, 35, 1, 1, 5, 90, 0, 1, 1, 1.30864927671, 0, Why share ideas?,  Show intellect., 3, 222.74800000000005, 225.93000000000006, 0, 18, 18, 18, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.0829999999998563, , , , , , , 0, -1, -1, 0, 2005, 20, 2, 3.647999999999911, 0.03164553563382964, , , 1.18661724966, 236.02800000000002, 239.67599999999993, , 8.728624078620197, 29, 1, 2, 5, 90, 0, 1, 1, 3.74302475401, 0, Why reduce pain?,  Feel well., 3, 231.99500000000012, 234.82799999999997, 0, 19, 19, 19, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 2, 1.1829999999999927, , , , , , , 0, -1, -1, 0, 2005, 21, 2, 2.633000000000038, 0.023730803923032732, , , 1.71947536834, 247.10699999999997, 249.74, , 7.491530559894557, 21, 1, 1, 5, 90, 0, 1, 1, 1.00865987188, 0, Why write a song?,  Seek advice., 2, 242.42599999999993, 245.375, 0, 20, 20, 20, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.2490000000000236, , , , , , , 0, -1, -1, 0, 2005, 22, 1, 2.6829999999999927, 0.03164553563382964, , , 2.22607241189, 258.22, 260.903, , 9.029611115813998, 30, 1, 1, 5, 90, 0, 1, 1, 1.65554425225, 0, Why make a list?,  Plan ahead., 2, 252.98900000000003, 255.98800000000006, 0, 21, 21, 21, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.0489999999999782, , , , , , , 0, -1, -1, 0, 2005, 23, 1, 3.9830000000001746, 0.0422, , , 2.32331205662, 269.36699999999996, 273.35000000000014, , 9.843476448520217, 39, 1, 2, 5, 90, 0, 1, 1, 1.02525011647, 0, How to feel nostalgia?,  Keep a memory., 6, 264.2350000000001, 267.0340000000001, 0, 22, 22, 22, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.5, , , , , , , 0, -1, -1, 0, 2005, 24, 2, 2.4980000000000473, 0.03164553563382964, , , 2.26762447658, 282.18100000000004, 284.6790000000001, , 6.621714818263598, 22, 1, 1, 5, 90, 0, 1, 1, 3.3424743004, 0, How to feel well?,  Reduce pain., 6, 276.64800000000014, 279.89800000000014, 0, 23, 23, 23, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 2, 1.4160000000001673, , , , , , , 0, -1, -1, 0, 2005, 25, 1, 2.883000000000038, 0.0422, , , 5.74815916799, 300.374, 303.25700000000006, , 6.057523968320133, 24, 1, 1, 5, 90, 0, 1, 1, 1.38606947353, 0, Why drink wine?,  Consume alcohol., 2, 291.44399999999996, 294.6100000000001, 0, 24, 24, 24, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.066000000000031, , , , , , , 0, -1, -1, 0, 2005, 26, 2, 4.265999999999849, 0.05627460443729227, , , 1.11505731499, 309.3220000000001, 313.58799999999997, , 7.183633042796502, 34, 1, 1, 5, 90, 0, 1, 1, 2.5489637961, 0, Why consume caffeine?,  Stay alert., 2, 305.3890000000001, 308.20600000000013, 0, 25, 25, 25, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 2.132000000000062, , , , , , , 0, -1, -1, 0, 2005, 27, 1, 2.7650000000001, 0.07504339110364254, , , 2.3636890191, 323.21900000000005, 325.98400000000015, , 5.675455328032343, 32, 1, 2, 5, 90, 0, 1, 1, 1.16511511297, 0, How to open a browser?,  Click a mouse., 4, 316.97, 320.8520000000001, 0, 26, 26, 26, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 2, 1.0490000000002055, , , , , , , 0, -1, -1, 0, 2005, 28, 2, 3.6310000000000855, 0.05627460443729228, , , 2.14694466447, 334.116, 337.74700000000007, , 4.225666495762648, 20, 1, 2, 5, 90, 0, 1, 1, 1.34661154742, 0, How to lift weights?,  Fasten seatbelt., 4, 329.15100000000007, 331.96500000000015, 0, 27, 27, 27, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.2160000000001219, , , , , , , 0, -1, -1, 0, 2005, 29, 1, 2.2159999999998945, 0.04220000000000001, , , 2.33963447541, 346.41100000000006, 348.62699999999995, , 9.338682784493537, 37, 1, 1, 5, 90, 0, 1, 1, 1.40214337427, 0, How to plan ahead?,  Make a list., 5, 341.096, 344.0620000000001, 0, 28, 28, 28, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.5829999999998563, , , , , , , 0, -1, -1, 0, 2005, 30, 2, 2.964999999999918, 0.056274604437292285, , , 3.38907045725, 359.7750000000001, 362.74, , 6.549783068432103, 31, 1, 2, 5, 90, 0, 1, 1, 2.44599030849, 1, How to save money?,  Clip coupons., 5, 353.02600000000007, 356.375, 0, 29, 29, 29, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.066000000000031, , , , , , , 0, -1, -1, 0, 2005, 31, 1, 2.1829999999999927, 0.04220000000000001, , , 3.85316482739, 374.28600000000006, 376.46900000000005, , 7.067111296373488, 28, 1, 1, 5, 90, 0, 1, 1, 1.22765093994, 0, Why make art?,  Show creativity., 3, 367.605, 370.42100000000005, 0, 30, 30, 30, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.7489999999997963, , , , , , , 0, -1, -1, 0, 2005, 32, 2, 2.3309999999999036, 0.056274604437292285, , , 3.15252853432, 387.3330000000001, 389.664, , 8.02876634194903, 38, 1, 2, 5, 90, 0, 1, 1, 1.84315007496, 0, Why save money?,  Get fit., 3, 380.65200000000004, 384.16599999999994, 0, 31, 31, 31, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.5, , , , , , , 0, -1, -1, 0, 2005, 33, 2, 2.5170000000000528, 0.04220000000000001, , , 1.96835594482, 397.89599999999996, 400.41200000000003, , 8.83388912046686, 35, 1, 2, 5, 90, 0, 1, 1, 1.35888951746, 0, How to show intellect?,  Share ideas., 6, 392.64699999999993, 395.914, 0, 32, 32, 32, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 1.231999999999971, , , , , , , 0, -1, -1, 0, 2005, 34, 2, 2.0499999999999545, 0.031645535633829644, , , 1.57852845306, 407.5920000000001, 409.64200000000005, , 8.728624078620198, 29, 1, 2, 5, 90, 0, 1, 1, 1.95188413718, 0, How to show creativity?,  Make art., 6, 403.01199999999994, 406.01, 0, 33, 33, 33, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 1, 0.9490000000000691, , , , , , , 0, -1, -1, 0, 2005, 35, 1, 2.6809999999998126, 0.02373080392303274, , , 2.95202337157, 419.27300000000014, 421.9549999999999, , 8.918488761779232, 25, 1, 2, 5, 90, 0, 1, 1, 2.60591850917, 0, Why wear ties?,  Dress formally., 1, 413.605, 416.307, 0, 34, 34, 34, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
, , 2, 1.4500000000000455, , , , , , , 0, -1, -1, 0, 2005, 36, 2, 2.298000000000002, 0.01779559244468618, , , 1.70506562031, 429.587, 431.885, , 9.627329784822637, 23, 1, 1, 5, 90, 0, 1, 1, 1.80296727977, 0, Why open a bottle?,  Consume medicine., 1, 424.67100000000005, 427.8710000000001, 0, 35, 35, 35, 2005, 1, 1, fmri_v120180213002343, 0.0422, Tue Feb 13 2018 10:47:36 GMT-0800 (PST), stroop, 60
