resp_fMRI.keys, resp_fMRI.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate, finish_screen_end_response.keys, finish_screen_end_response.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate
5, 185.65400000000005, 1, 0.2820000000000391, , , , , , , 0, -1, -1, 0, 2000, 1, L, 0.6170000000000755, 0.01, 0.007498942093324559, , 1.24510642663, 15.054999999999893, 15.671999999999969, , 25, 30, 1, LL, 6, 27.200000000000003, 1, 2, 1, 1.3780989575, 58, How to read articles?,  Open a magazine., 4, 11.767999999999972, 13.80299999999994, 0, 0, 0, 0, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2000, 1, L, 0.6170000000000755, 0.01, 0.007498942093324559, , 1.24510642663, 15.054999999999893, 15.671999999999969, , 25, 30, 1, LL, 6, 27.200000000000003, 1, 2, 1, 1.3780989575, 58, How to read articles?,  Open a magazine., 4, 11.767999999999972, 13.80299999999994, 0, 0, 0, 0, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60
, , 1, 0.28300000000001546, , , , , , , 0, -1, -1, 0, 2000, 2, L, 0.5489999999999782, 0.007498942093324559, 0.01, , 3.0382321188, 24.821999999999946, 25.370999999999924, , 25, 30, 1, SS, 8, 36.27042864326646, 1, 2, 1, 1.14809248803, 39, How to prepare meals?,  Follow recipes., 4, 19.733000000000004, 21.76899999999995, 0, 1, 1, 1, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2000, 2, L, 0.5489999999999782, 0.007498942093324559, 0.01, , 3.0382321188, 24.821999999999946, 25.370999999999924, , 25, 30, 1, SS, 8, 36.27042864326646, 1, 2, 1, 1.14809248803, 39, How to prepare meals?,  Follow recipes., 4, 19.733000000000004, 21.76899999999995, 0, 1, 1, 1, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60
, , 1, 0.5009999999999764, , , , , , , 0, -1, -1, 0, 2000, 3, L, 1.933999999999969, 0.01, 0.01333521432163324, , 2.19354764713, 33.03699999999998, 34.97199999999992, , 25, 30, 1, SS, 1, 21.199999999999996, 1, 2, 1, 2.70500428597, 42, Why paint a picture?,  Make art., 2, 28.582999999999913, 30.835999999999956, 0, 2, 2, 2, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2000, 3, L, 1.933999999999969, 0.01, 0.01333521432163324, , 2.19354764713, 33.03699999999998, 34.97199999999992, , 25, 30, 1, SS, 1, 21.199999999999996, 1, 2, 1, 2.70500428597, 42, Why paint a picture?,  Make art., 2, 28.582999999999913, 30.835999999999956, 0, 2, 2, 2, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60
, , 1, 0.5660000000000309, , , , , , , 0, -1, -1, 0, 2000, 4, R, 0.5330000000000155, 0.01333521432163324, 0.01, , 2.1844900923, 42.686999999999955, 43.21999999999997, , 25, 30, 1, LL, 7, 23.39788418664912, 1, 2, 1, 1.6374719187, 5, Why drink wine?,  Consume alcohol., 2, 38.166, 40.48499999999996, 0, 3, 3, 3, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2000, 4, R, 0.5330000000000155, 0.01333521432163324, 0.01, , 2.1844900923, 42.686999999999955, 43.21999999999997, , 25, 30, 1, LL, 7, 23.39788418664912, 1, 2, 1, 1.6374719187, 5, Why drink wine?,  Consume alcohol., 2, 38.166, 40.48499999999996, 0, 3, 3, 3, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60
, , 2, 0.3809999999999718, , , , , , , 0, -1, -1, 0, 2000, 5, L, 0.46699999999998454, 0.01, 0.01333521432163324, , 2.25227136722, 50.884999999999934, 51.35199999999992, , 25, 30, 1, SS, 5, 26, 1, 2, 1, 2.96443399465, 46, How to feel secure?,  Save money., 6, 46.47999999999996, 48.61599999999993, 0, 4, 4, 4, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2000, 5, L, 0.46699999999998454, 0.01, 0.01333521432163324, , 2.25227136722, 50.884999999999934, 51.35199999999992, , 25, 30, 1, SS, 5, 26, 1, 2, 1, 2.96443399465, 46, How to feel secure?,  Save money., 6, 46.47999999999996, 48.61599999999993, 0, 4, 4, 4, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 6, R, 0, 0.01333521432163324, 0.01333521432163324, , 1.54329473155, 52.356999999999914, 52.356999999999914, , 25, 30, 1, , 2, 17.397884186649105, 1, 2, 1, 1.34175447415, 17, How to feel sociable?,  Hold a party., 6, 52.353999999999985, 52.353999999999985, 0, 5, 5, 5, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2000, 6, R, 0, 0.01333521432163324, 0.01333521432163324, , 1.54329473155, 52.356999999999914, 52.356999999999914, , 25, 30, 1, , 2, 17.397884186649105, 1, 2, 1, 1.34175447415, 17, How to feel sociable?,  Hold a party., 6, 52.353999999999985, 52.353999999999985, 0, 5, 5, 5, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 7, R, 0, 0.01333521432163324, 0.01333521432163324, , 1.3150585423, 52.35999999999996, 52.36099999999993, , 25, 30, 1, , 9, 25.79788418664911, 1, 2, 1, 3.461420406, 37, How to show ambition?,  Serve alcohol., 5, 52.35899999999998, 52.35899999999998, 0, 6, 6, 6, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2000, 7, R, 0, 0.01333521432163324, 0.01333521432163324, , 1.3150585423, 52.35999999999996, 52.36099999999993, , 25, 30, 1, , 9, 25.79788418664911, 1, 2, 1, 3.461420406, 37, How to show ambition?,  Serve alcohol., 5, 52.35899999999998, 52.35899999999998, 0, 6, 6, 6, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 8, L, 0, 0.01333521432163324, 0.01333521432163324, , 2.39651791503, 52.363999999999976, 52.36599999999993, , 25, 30, 1, , 4, 19.797884186649128, 1, 2, 1, 2.61611258141, 25, How to make a purchase?,  Go shopping., 5, 52.36199999999991, 52.363, 0, 7, 7, 7, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2000, 8, L, 0, 0.01333521432163324, 0.01333521432163324, , 2.39651791503, 52.363999999999976, 52.36599999999993, , 25, 30, 1, , 4, 19.797884186649128, 1, 2, 1, 2.61611258141, 25, How to make a purchase?,  Go shopping., 5, 52.36199999999991, 52.363, 0, 7, 7, 7, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 9, L, 0, 0.01333521432163324, 0.01333521432163324, , 2.53369749107, 52.36899999999997, 52.36999999999995, , 25, 30, 1, , 5, 20.997884186649113, 1, 2, 1, 1.14959500136, 19, Why drink coffee?,  Consume caffeine., 1, 52.367999999999995, 52.367999999999995, 0, 8, 8, 8, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2000, 9, L, 0, 0.01333521432163324, 0.01333521432163324, , 2.53369749107, 52.36899999999997, 52.36999999999995, , 25, 30, 1, , 5, 20.997884186649113, 1, 2, 1, 1.14959500136, 19, Why drink coffee?,  Consume caffeine., 1, 52.367999999999995, 52.367999999999995, 0, 8, 8, 8, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 10, L, 0, 0.01333521432163324, 0.01333521432163324, , 1.00871456849, 52.3719999999999, 52.37399999999997, , 25, 30, 1, , 8, 24.597884186649107, 1, 2, 1, 1.24224585531, 55, Why use a comb?,  Write a song., 1, 52.370999999999924, 52.370999999999924, 0, 9, 9, 9, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2000, 10, L, 0, 0.01333521432163324, 0.01333521432163324, , 1.00871456849, 52.3719999999999, 52.37399999999997, , 25, 30, 1, , 8, 24.597884186649107, 1, 2, 1, 1.24224585531, 55, Why use a comb?,  Write a song., 1, 52.370999999999924, 52.370999999999924, 0, 9, 9, 9, 2000, 2, 1, 0.01, fmri_v320180222085601, 60, Thu Feb 22 2018 13:53:27 GMT-0800 (PST), stroop, 60
