resp_fMRI.keys, resp_fMRI.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate, finish_screen_end_response.keys, finish_screen_end_response.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate
5, 12.25, 1, 0.8999999999999773, , , , , , , 0, -1, -1, 0, 2001, 1, 2, 6.02000000000001, 0.01, 0.01, , 1.54924207739, 16.287999999999982, 22.307999999999993, , 25, 30, 1, , 5, 26, 1, 3, 2, 1.94310362742, 52, How to reduce pain?,  Consume medicine., 5, 12.069999999999993, 14.720999999999975, 0, 0, 0, 0, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2001, 1, 2, 6.02000000000001, 0.01, 0.01, , 1.54924207739, 16.287999999999982, 22.307999999999993, , 25, 30, 1, , 5, 26, 1, 3, 2, 1.94310362742, 52, How to reduce pain?,  Consume medicine., 5, 12.069999999999993, 14.720999999999975, 0, 0, 0, 0, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 2, 1, 6.0020000000000095, 0.01, 0.01, , 1.52183192815, 29.377999999999986, 35.381, , 25, 30, 1, , 1, 21.199999999999996, 1, 3, 2, 2.31625146183, 0, How to provide food?,  Prepare meals., 5, 23.843999999999994, 27.843999999999994, 0, 1, 1, 1, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2001, 2, 1, 6.0020000000000095, 0.01, 0.01, , 1.52183192815, 29.377999999999986, 35.381, , 25, 30, 1, , 1, 21.199999999999996, 1, 3, 2, 2.31625146183, 0, How to provide food?,  Prepare meals., 5, 23.843999999999994, 27.843999999999994, 0, 1, 1, 1, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 3, 1, 6.001999999999981, 0.01, 0.01, , 2.95840062099, 45.322, 51.323999999999984, , 25, 30, 1, , 2, 22.40000000000002, 1, 3, 2, 1.03134380205, 13, How to show intellect?,  Share ideas., 6, 38.349999999999994, 42.35299999999998, 0, 2, 2, 2, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2001, 3, 1, 6.001999999999981, 0.01, 0.01, , 2.95840062099, 45.322, 51.323999999999984, , 25, 30, 1, , 2, 22.40000000000002, 1, 3, 2, 1.03134380205, 13, How to show intellect?,  Share ideas., 6, 38.349999999999994, 42.35299999999998, 0, 2, 2, 2, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 4, 2, 0.0010000000000047748, 0.01, 0.01, , 1.6901759263, 51.329999999999984, 51.341999999999985, , 25, 30, 1, , 6, 27.200000000000003, 1, 3, 2, 1.30694669819, 47, How to feel secure?,  Save money., 6, 51.32599999999999, 51.32599999999999, 0, 3, 3, 3, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2001, 4, 2, 0.0010000000000047748, 0.01, 0.01, , 1.6901759263, 51.329999999999984, 51.341999999999985, , 25, 30, 1, , 6, 27.200000000000003, 1, 3, 2, 1.30694669819, 47, How to feel secure?,  Save money., 6, 51.32599999999999, 51.32599999999999, 0, 3, 3, 3, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 5, 2, 0, 0.01, 0.01, , 1.88555377546, 51.345, 51.349999999999994, , 25, 30, 1, , 3, 23.599999999999998, 1, 3, 2, 1.20592933567, 23, Why show intelligence?,  Impress others., 3, 51.34299999999999, 51.345, 0, 4, 4, 4, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2001, 5, 2, 0, 0.01, 0.01, , 1.88555377546, 51.345, 51.349999999999994, , 25, 30, 1, , 3, 23.599999999999998, 1, 3, 2, 1.20592933567, 23, Why show intelligence?,  Impress others., 3, 51.34299999999999, 51.345, 0, 4, 4, 4, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 6, 2, 0, 0.01, 0.01, , 3.24579127294, 51.359999999999985, 51.363999999999976, , 25, 30, 1, , 9, 30.800000000000004, 1, 3, 2, 1.1847348671, 32, Why show courtesy?,  Make a friend., 3, 51.35299999999998, 51.35499999999999, 0, 5, 5, 5, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2001, 6, 2, 0, 0.01, 0.01, , 3.24579127294, 51.359999999999985, 51.363999999999976, , 25, 30, 1, , 9, 30.800000000000004, 1, 3, 2, 1.1847348671, 32, Why show courtesy?,  Make a friend., 3, 51.35299999999998, 51.35499999999999, 0, 5, 5, 5, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 7, 1, 0, 0.01, 0.01, , 1.62963144906, 51.373999999999995, 51.383999999999986, , 25, 30, 1, , 4, 24.8, 1, 3, 2, 2.61885166558, 33, Why follow recipes?,  Prepare meals., 1, 51.367999999999995, 51.369, 0, 6, 6, 6, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2001, 7, 1, 0, 0.01, 0.01, , 1.62963144906, 51.373999999999995, 51.383999999999986, , 25, 30, 1, , 4, 24.8, 1, 3, 2, 2.61885166558, 33, Why follow recipes?,  Prepare meals., 1, 51.367999999999995, 51.369, 0, 6, 6, 6, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 8, 2, 0.0010000000000047748, 0.01, 0.01, , 1.38036084358, 51.39499999999998, 51.40299999999999, , 25, 30, 1, , 7, 28.400000000000023, 1, 3, 2, 1.03846748528, 51, Why sign ones name?,  Write a check., 1, 51.387, 51.38899999999998, 0, 7, 7, 7, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2001, 8, 2, 0.0010000000000047748, 0.01, 0.01, , 1.38036084358, 51.39499999999998, 51.40299999999999, , 25, 30, 1, , 7, 28.400000000000023, 1, 3, 2, 1.03846748528, 51, Why sign ones name?,  Write a check., 1, 51.387, 51.38899999999998, 0, 7, 7, 7, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 9, 1, 0, 0.01, 0.01, , 2.4464622709, 51.41199999999998, 51.417, , 25, 30, 1, , 7, 28.400000000000023, 1, 3, 2, 4.20626324261, 42, How to kill germs?,  Wash ones hands., 4, 51.40699999999998, 51.40899999999999, 0, 8, 8, 8, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2001, 9, 1, 0, 0.01, 0.01, , 2.4464622709, 51.41199999999998, 51.417, , 25, 30, 1, , 7, 28.400000000000023, 1, 3, 2, 4.20626324261, 42, How to kill germs?,  Wash ones hands., 4, 51.40699999999998, 51.40899999999999, 0, 8, 8, 8, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 10, 1, 0, 0.01, 0.01, , 2.09354739298, 51.41999999999999, 51.422, , 25, 30, 1, , 8, 29.600000000000005, 1, 3, 2, 2.13751534389, 2, How to clip coupons?,  Cut paper., 4, 51.41799999999998, 51.41799999999998, 0, 9, 9, 9, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60, , , , , , , 0, -1, -1, 0, 2001, 10, 1, 0, 0.01, 0.01, , 2.09354739298, 51.41999999999999, 51.422, , 25, 30, 1, , 8, 29.600000000000005, 1, 3, 2, 2.13751534389, 2, How to clip coupons?,  Cut paper., 4, 51.41799999999998, 51.41799999999998, 0, 9, 9, 9, 2001, 3, 2, 0.01, fmri_v320180222005112, 60, Thu Feb 22 2018 08:24:53 GMT-0800 (PST), stroop, 60
