Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2191,1,L,,,,,1.99715815694,,,,,34,1,,5,90,0,1,3,0.830699004681,0,Why use chalk?, Get fit.,1
2191,2,L,,,,,3.63380195736,,,,,37,1,,5,90,0,1,3,0.768592399255,8,Why drink coffee?, Consume caffeine.,1
2191,3,R,,,,,0.914286494903,,,,,21,1,,5,90,0,1,3,1.34764477167,1,How to dress formally?, Wear ties. ,4
2191,4,L,,,,,1.69163874365,,,,,29,1,,5,90,0,1,3,0.502549248781,3,How to give applause?, Clap hands.,4
2191,5,R,,,,,0.940336042772,,,,,22,1,,5,90,0,1,3,0.606603178578,5,How to feel secure?, Save money.,6
2191,6,L,,,,,3.32419928891,,,,,35,1,,5,90,0,1,3,1.14528352008,11,How to support a cause?, Give to charity.,6
2191,7,L,,,,,1.30982014753,,,,,25,1,,5,90,0,1,3,0.708717626079,9,How to plan ahead?, Make a list.,5
2191,8,R,,,,,0.592219857256,,,,,23,1,,5,90,0,1,3,0.973414428921,7,How to reduce pain?, Consume medicine.,5
2191,9,R,,,,,0.77938693189,,,,,31,1,,5,90,0,1,3,0.804878171638,2,Why lift weights?, Build muscles.,2
2191,10,L,,,,,4.52711694535,,,,,39,1,,5,90,0,1,3,0.800293777535,6,Why paint a picture?, Make art.,2
2191,11,R,,,,,2.29916372049,,,,,33,1,,5,90,0,1,3,0.634277641935,10,Why gain knowledge?, Improve oneself.,3
2191,12,R,,,,,2.93768850956,,,,,27,1,,5,90,0,1,3,2.85943920482,4,Why entertain others?, Express a talent.,3
