Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2140,1,R,,,,,2.71897316846,,,,25,30,1,,4,,1,1,3,1.02004230651,1,Why avoid diseases?, Live a long life.,3
2140,2,R,,,,,0.90874230293,,,,25,30,1,,8,,1,1,3,0.551832442943,11,Why show competence?, Pass the time.,3
2140,3,L,,,,,1.16771155973,,,,25,30,1,,7,,1,1,3,0.504060611917,7,How to reduce worry?, Plan ahead.,6
2140,4,R,,,,,1.10280901724,,,,25,30,1,,5,,1,1,3,0.507613229535,0,How to avoid boredom?, Entertain oneself.,6
2140,5,L,,,,,2.40445064351,,,,25,30,1,,3,,1,1,3,1.04372907016,8,Why click a mouse?, Open a browser.,1
2140,6,L,,,,,2.42366398579,,,,25,30,1,,1,,1,1,3,0.815443420905,5,Why drink coffee?, Consume caffeine.,1
2140,7,R,,,,,1.25955227514,,,,25,30,1,,6,,1,1,3,0.511424467362,6,How to write a check?, Sign ones name.,4
2140,8,R,,,,,1.68309676956,,,,25,30,1,,2,,1,1,3,0.706681749158,3,How to consume caffeine?, Press buttons.,4
2140,9,R,,,,,3.2667336224,,,,25,30,1,,3,,1,1,3,0.755860995675,2,Why consume medicine?, Reduce pain.,2
2140,10,L,,,,,2.02035324374,,,,25,30,1,,5,,1,1,3,1.38662196301,10,Why take a picture?, Keep a memory.,2
2140,11,L,,,,,1.13894202028,,,,25,30,1,,8,,1,1,3,1.59085509843,4,How to teach others?, Give a lecture.,5
2140,12,L,,,,,2.92900389826,,,,25,30,1,,9,,1,1,3,2.05638766381,9,How to make a purchase?, Go shopping.,5
