Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2060,1,R,,,,,3.07625616874,,,,,25,1,,5,90,0,1,4,0.510472149363,5,How to kill germs?, Wash ones hands.,4
2060,2,R,,,,,1.4088709005,,,,,31,1,,5,90,0,1,4,1.04347563532,1,How to give a lecture?, Brush ones hair.,4
2060,3,L,,,,,0.599952568453,,,,,30,1,,5,90,0,1,4,0.532039533665,3,Why raise a hand?, Participate in class.,1
2060,4,R,,,,,1.65942329442,,,,,39,1,,5,90,0,1,4,1.48092039886,4,Why wash ones hands?, Kill germs.,1
2060,5,R,,,,,1.41042410356,,,,,29,1,,5,90,0,1,4,0.546128385395,6,Why finish a job?, Feel productive.,3
2060,6,R,,,,,1.00517181133,,,,,22,1,,5,90,0,1,4,1.3199569128,7,Why show competence?, Pass the time.,3
2060,7,R,,,,,0.705730955279,,,,,36,1,,5,90,0,1,4,0.69433547102,10,How to improve oneself?, Gain knowledge.,6
2060,8,L,,,,,3.14709723777,,,,,34,1,,5,90,0,1,4,1.08189425802,8,How to feel nostalgia?, Keep a memory.,6
2060,9,L,,,,,6.23902412262,,,,,20,1,,5,90,0,1,4,0.923293713105,0,How to build muscles?, Lift weights.,5
2060,10,L,,,,,0.781750927933,,,,,33,1,,5,90,0,1,4,1.58555791306,11,How to reduce pain?, Consume medicine.,5
2060,11,L,,,,,1.37424174557,,,,,21,1,,5,90,0,1,4,1.48074365269,2,Why make a list?, Plan ahead.,2
2060,12,L,,,,,2.06801583661,,,,,32,1,,5,90,0,1,4,1.22173967214,9,Why consume medicine?, Reduce pain.,2
