Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2166,1,L,,,,,1.34134591826,,,,,24,1,,5,90,0,1,4,0.881550196085,2,Why give applause?, Show appreciation.,2
2166,2,R,,,,,0.831234959561,,,,,37,1,,5,90,0,1,4,1.34500553655,5,Why open a browser?, Write an email.,2
2166,3,L,,,,,3.24581749843,,,,,21,1,,5,90,0,1,4,2.16719811315,11,How to give to charity?, Use a camera.,5
2166,4,R,,,,,0.795053380404,,,,,29,1,,5,90,0,1,4,0.713910710528,3,How to make art?, Paint a picture.,5
2166,5,R,,,,,2.20056890128,,,,,25,1,,5,90,0,1,4,0.775062480036,4,Why contact a friend?, Feel connected.,3
2166,6,L,,,,,1.90284301172,,,,,34,1,,5,90,0,1,4,1.01318865343,1,Why attend a school?, Get a degree.,3
2166,7,R,,,,,1.45551155237,,,,,33,1,,5,90,0,1,4,0.588557960373,8,How to feel connected?, Contact a friend.,6
2166,8,L,,,,,2.10425071356,,,,,38,1,,5,90,0,1,4,0.921443805162,9,How to feel sociable?, Hold a party.,6
2166,9,L,,,,,0.916075246599,,,,,30,1,,5,90,0,1,4,1.23558057524,6,How to consume medicine?, Take pills. ,4
2166,10,R,,,,,0.538222393077,,,,,27,1,,5,90,0,1,4,0.613632548402,7,How to watch television?, Use a remote.,4
2166,11,R,,,,,2.726400492,,,,,22,1,,5,90,0,1,4,0.606850235394,0,Why point a camera?, Take a picture.,1
2166,12,L,,,,,4.94833025533,,,,,28,1,,5,90,0,1,4,1.28155713955,10,Why drink coffee?, Consume caffeine.,1
