Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2128,1,L,,,,,0.840218128022,,,,25,30,1,,8,,1,1,3,0.603418340278,7,How to make a donation?, Mix a cocktail.,5
2128,2,L,,,,,2.08216592352,,,,25,30,1,,3,,1,1,3,0.652709194141,1,How to show intelligence?, Participate in class.,5
2128,3,R,,,,,1.78204498514,,,,25,30,1,,9,,1,1,3,0.826206773436,2,Why consume medicine?, Reduce pain.,2
2128,4,R,,,,,1.52256655424,,,,25,30,1,,6,,1,1,3,1.01449278798,6,Why make a phone call?, Contact a friend.,2
2128,5,L,,,,,1.53735787241,,,,25,30,1,,2,,1,1,3,1.21823940065,5,Why gain knowledge?, Improve oneself.,3
2128,6,R,,,,,1.43840110729,,,,25,30,1,,1,,1,1,3,1.63670766697,8,Why give to charity?, Support a cause.,3
2128,7,L,,,,,5.84054813458,,,,25,30,1,,7,,1,1,3,1.08795777298,0,Why use a brush?, Paint a picture.,1
2128,8,R,,,,,0.625759934272,,,,25,30,1,,4,,1,1,3,0.657191695917,11,Why lift a glass?, Drink wine.,1
2128,9,L,,,,,2.59796734543,,,,25,30,1,,5,,1,1,3,0.767410718271,9,How to consume medicine?, Take pills. ,4
2128,10,L,,,,,2.49937817427,,,,25,30,1,,3,,1,1,3,0.982656676024,4,How to paint a picture?, Use a brush.,4
2128,11,R,,,,,1.95817150851,,,,25,30,1,,9,,1,1,3,1.30520739943,3,How to live a long life?, Avoid diseases.,6
2128,12,R,,,,,2.02270940643,,,,25,30,1,,8,,1,1,3,1.27652471659,10,How to feel nostalgia?, Keep a memory.,6
