Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2054,1,L,,,,,5.13571039522,,,,,21,1,,5,90,0,1,4,1.05713355946,7,How to take a picture?, Point a camera.,4
2054,2,R,,,,,1.28471139306,,,,,39,1,,5,90,0,1,4,1.56857182598,0,How to drink wine?, Open a bottle. ,4
2054,3,R,,,,,0.812701035425,,,,,34,1,,5,90,0,1,4,0.697333942048,2,Why watch television?, Show competence.,2
2054,4,L,,,,,1.13674754037,,,,,33,1,,5,90,0,1,4,0.559762524155,8,Why dress formally?, Get a promotion.,2
2054,5,L,,,,,1.70204526308,,,,,22,1,,5,90,0,1,4,0.915115397988,4,How to show intelligence?, Participate in class.,5
2054,6,L,,,,,0.842741695657,,,,,28,1,,5,90,0,1,4,0.684270462519,5,How to gain knowledge?, Read articles.,5
2054,7,L,,,,,4.43921500591,,,,,20,1,,5,90,0,1,4,2.11860128006,3,How to avoid boredom?, Entertain oneself.,6
2054,8,R,,,,,0.741985063047,,,,,29,1,,5,90,0,1,4,0.95260288908,6,How to feel connected?, Contact a friend.,6
2054,9,R,,,,,0.565970722774,,,,,30,1,,5,90,0,1,4,0.839322498463,11,Why give to charity?, Support a cause.,3
2054,10,L,,,,,2.58582545255,,,,,26,1,,5,90,0,1,4,0.623453127402,9,Why avoid diseases?, Live a long life.,3
2054,11,R,,,,,4.51890402326,,,,,40,1,,5,90,0,1,4,0.659015585228,1,Why lift a glass?, Drink wine.,1
2054,12,R,,,,,0.893162813353,,,,,25,1,,5,90,0,1,4,0.713141748896,10,Why turn a doorknob?, Enter a classroom.,1
