resp_fMRI.keys, resp_fMRI.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate
5, 2.1980000000000075, , , , , , , , , 0, -1, -1, 0, 2005, 1, 1, 0.4329999999999927, 0.01, 0.01333521432163324, , 1.47746534668, 19.70599999999999, 20.139999999999986, , 25, 30, 1, 1, 5, 26, 1, 3, 2, 2.63916784652, 18, Why make a phone call?,  Contact a friend., 2, 14.21799999999999, 18.221000000000004, 0, 0, 0, 0, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2005, 1, 1, 0.4329999999999927, 0.01, 0.01333521432163324, , 1.47746534668, 19.70599999999999, 20.139999999999986, , 25, 30, 1, 1, 5, 26, 1, 3, 2, 2.63916784652, 18, Why make a phone call?,  Contact a friend., 2, 14.21799999999999, 18.221000000000004, 0, 0, 0, 0, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60
, , 2, 0.2990000000000066, , , , , , , 0, -1, -1, 0, 2005, 2, 1, 0.4350000000000023, 0.01333521432163324, 0.01, , 4.19462799125, 31.60299999999998, 32.037000000000006, , 25, 30, 1, 2, 9, 25.79788418664911, 1, 3, 2, 1.18563735507, 50, Why paint a picture?,  Make art., 2, 25.345, 27.39699999999999, 0, 1, 1, 1, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2005, 2, 1, 0.4350000000000023, 0.01333521432163324, 0.01, , 4.19462799125, 31.60299999999998, 32.037000000000006, , 25, 30, 1, 2, 9, 25.79788418664911, 1, 3, 2, 1.18563735507, 50, Why paint a picture?,  Make art., 2, 25.345, 27.39699999999999, 0, 1, 1, 1, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2005, 3, 1, 0, 0.01, 0.01, , 1.10398141926, 33.03999999999999, 33.042, , 25, 30, 1, , 6, 27.200000000000003, 1, 3, 2, 1.53780349055, 19, How to show humility?,  Build muscles., 6, 33.03799999999998, 33.03899999999999, 0, 2, 2, 2, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2005, 3, 1, 0, 0.01, 0.01, , 1.10398141926, 33.03999999999999, 33.042, , 25, 30, 1, , 6, 27.200000000000003, 1, 3, 2, 1.53780349055, 19, How to show humility?,  Build muscles., 6, 33.03799999999998, 33.03899999999999, 0, 2, 2, 2, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2005, 4, 1, 0, 0.01, 0.01, , 2.12749455352, 33.04399999999998, 33.04499999999999, , 25, 30, 1, , 2, 22.40000000000002, 1, 3, 2, 1.18523549508, 33, How to show cleanliness?,  Write an email., 6, 33.043000000000006, 33.043000000000006, 0, 3, 3, 3, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2005, 4, 1, 0, 0.01, 0.01, , 2.12749455352, 33.04399999999998, 33.04499999999999, , 25, 30, 1, , 2, 22.40000000000002, 1, 3, 2, 1.18523549508, 33, How to show cleanliness?,  Write an email., 6, 33.043000000000006, 33.043000000000006, 0, 3, 3, 3, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2005, 5, 1, 0, 0.01, 0.01, , 3.76664641774, 33.04599999999999, 33.047, , 25, 30, 1, , 4, 24.8, 1, 3, 2, 2.35863861251, 58, How to give applause?,  Clap hands., 4, 33.04499999999999, 33.04599999999999, 0, 4, 4, 4, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2005, 5, 1, 0, 0.01, 0.01, , 3.76664641774, 33.04599999999999, 33.047, , 25, 30, 1, , 4, 24.8, 1, 3, 2, 2.35863861251, 58, How to give applause?,  Clap hands., 4, 33.04499999999999, 33.04599999999999, 0, 4, 4, 4, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2005, 6, 2, 0, 0.01, 0.01, , 1.37374964073, 33.04900000000001, 33.04999999999998, , 25, 30, 1, , 1, 21.199999999999996, 1, 3, 2, 1.3141249101, 32, How to write a song?,  Play piano., 4, 33.048, 33.048, 0, 5, 5, 5, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2005, 6, 2, 0, 0.01, 0.01, , 1.37374964073, 33.04900000000001, 33.04999999999998, , 25, 30, 1, , 1, 21.199999999999996, 1, 3, 2, 1.3141249101, 32, How to write a song?,  Play piano., 4, 33.048, 33.048, 0, 5, 5, 5, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2005, 7, 2, 0, 0.01, 0.01, , 1.09712820317, 33.05199999999999, 33.054, , 25, 30, 1, , 8, 29.600000000000005, 1, 3, 2, 2.32163354371, 29, Why give to charity?,  Support a cause., 3, 33.04999999999998, 33.05099999999999, 0, 6, 6, 6, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2005, 7, 2, 0, 0.01, 0.01, , 1.09712820317, 33.05199999999999, 33.054, , 25, 30, 1, , 8, 29.600000000000005, 1, 3, 2, 2.32163354371, 29, Why give to charity?,  Support a cause., 3, 33.04999999999998, 33.05099999999999, 0, 6, 6, 6, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2005, 8, 1, 0, 0.01, 0.01, , 1.73510777313, 33.05599999999998, 33.05699999999999, , 25, 30, 1, , 3, 23.599999999999998, 1, 3, 2, 2.13140853102, 59, Why keep a memory?,  Feel nostalgia., 3, 33.05500000000001, 33.05500000000001, 0, 7, 7, 7, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2005, 8, 1, 0, 0.01, 0.01, , 1.73510777313, 33.05599999999998, 33.05699999999999, , 25, 30, 1, , 3, 23.599999999999998, 1, 3, 2, 2.13140853102, 59, Why keep a memory?,  Feel nostalgia., 3, 33.05500000000001, 33.05500000000001, 0, 7, 7, 7, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2005, 9, 2, 0, 0.01, 0.01, , 2.01067460755, 33.059, 33.06, , 25, 30, 1, , 4, 24.8, 1, 3, 2, 1.2576254405, 56, How to satisfy hunger?,  Make breakfast., 5, 33.05799999999999, 33.05799999999999, 0, 8, 8, 8, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2005, 9, 2, 0, 0.01, 0.01, , 2.01067460755, 33.059, 33.06, , 25, 30, 1, , 4, 24.8, 1, 3, 2, 1.2576254405, 56, How to satisfy hunger?,  Make breakfast., 5, 33.05799999999999, 33.05799999999999, 0, 8, 8, 8, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2005, 10, 2, 0, 0.01, 0.01, , 1.73481272644, 33.06100000000001, 33.06199999999998, , 25, 30, 1, , 3, 23.599999999999998, 1, 3, 2, 2.05388345481, 53, How to build muscles?,  Lift weights., 5, 33.06, 33.06100000000001, 0, 9, 9, 9, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2005, 10, 2, 0, 0.01, 0.01, , 1.73481272644, 33.06100000000001, 33.06199999999998, , 25, 30, 1, , 3, 23.599999999999998, 1, 3, 2, 2.05388345481, 53, How to build muscles?,  Lift weights., 5, 33.06, 33.06100000000001, 0, 9, 9, 9, 2005, 3, 2, 0.01, fmri_v220180219183556, 40, Mon Feb 19 2018 21:20:45 GMT-0800 (PST), stroop, 60
