resp_fMRI.keys, resp_fMRI.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate
5, 1.2960000000000207, 1, 0.46699999999998454, , , , , , , 0, -1, -1, 0, 2099, 1, 1, 1.6689999999999827, 0.01, 0.007498942093324559, , 1.31022112387, 16.682000000000016, 18.351, , 21.55263157894737, 39, 1, 2, 5, 90, 0, 1, 1, 1.85066486437, 46, Why enter a classroom?,  Attend a school., 2, 13.14500000000001, 15.365000000000009, 0, 0, 0, 0, 2099, 1, 1, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:38:15 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2099, 2, 2, 0, 0.007498942093324559, 0.007498942093324559, , 1.2706039941, 19.358000000000004, 19.360000000000014, , 17.963616088463173, 29, 1, , 5, 90, 0, 1, 1, 1.78218121266, 25, Why make breakfast?,  Satisfy hunger., 2, 19.356000000000023, 19.356000000000023, 0, 1, 1, 1, 2099, 1, 1, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:38:15 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2099, 3, 2, 0, 0.007498942093324559, 0.007498942093324559, , 1.04349223533, 19.362000000000023, 19.364000000000004, , 16.724746013396746, 27, 1, , 5, 90, 0, 1, 1, 4.81598377699, 33, How to gain knowledge?,  Read articles., 5, 19.36100000000002, 19.36100000000002, 0, 2, 2, 2, 2099, 1, 1, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:38:15 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2099, 4, 1, 0, 0.007498942093324559, 0.007498942093324559, , 1.70665238917, 19.366000000000014, 19.36700000000002, , 22.299661351195663, 36, 1, , 5, 90, 0, 1, 1, 1.9932469455, 27, How to provide food?,  Prepare meals., 5, 19.364000000000004, 19.364000000000004, 0, 3, 3, 3, 2099, 1, 1, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:38:15 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2099, 5, 2, 0, 0.007498942093324559, 0.007498942093324559, , 1.50535979577, 19.369, 19.370000000000005, , 23.53853142626209, 38, 1, , 5, 90, 0, 1, 1, 1.62913984742, 8, Why contact a friend?,  Feel connected., 3, 19.36700000000002, 19.36700000000002, 0, 4, 4, 4, 2099, 1, 1, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:38:15 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2099, 6, 2, 0, 0.007498942093324559, 0.007498942093324559, , 2.06661509727, 19.37300000000002, 19.37300000000002, , 13.008135788197471, 21, 1, , 5, 90, 0, 1, 1, 4.78295141728, 36, Why entertain others?,  Express a talent., 3, 19.37100000000001, 19.372000000000014, 0, 5, 5, 5, 2099, 1, 1, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:38:15 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2099, 7, 2, 0, 0.007498942093324559, 0.007498942093324559, , 1.26012915106, 19.37700000000001, 19.37700000000001, , 20.441356238596022, 33, 1, , 5, 90, 0, 1, 1, 1.17410862601, 32, How to take a picture?,  Point a camera., 4, 19.374000000000024, 19.375, 0, 6, 6, 6, 2099, 1, 1, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:38:15 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2099, 8, 2, 0.0010000000000047748, 0.007498942093324559, 0.007498942093324559, , 1.57708509086, 19.380000000000024, 19.381, , 12.388700750664256, 20, 1, , 5, 90, 0, 1, 1, 1.35253030544, 18, How to write a song?,  Play piano., 4, 19.37900000000002, 19.37900000000002, 0, 7, 7, 7, 2099, 1, 1, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:38:15 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2099, 9, 1, 0, 0.007498942093324559, 0.007498942093324559, , 3.09263398683, 19.384000000000015, 19.384000000000015, , 21.060791276129237, 34, 1, , 5, 90, 0, 1, 1, 1.00674037374, 43, How to spread joy?,  Get a job., 6, 19.381, 19.382000000000005, 0, 8, 8, 8, 2099, 1, 1, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:38:15 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2099, 10, 1, 0, 0.007498942093324559, 0.007498942093324559, , 1.67120853244, 19.388000000000005, 19.38900000000001, , 19.2024861635296, 31, 1, , 5, 90, 0, 1, 1, 2.01840328994, 9, How to feel connected?,  Contact a friend., 6, 19.38500000000002, 19.386000000000024, 0, 9, 9, 9, 2099, 1, 1, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:38:15 GMT-0800 (PST), stroop, 60
