resp_fMRI.keys, resp_fMRI.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate
5, 1.7829999999999977, 1, 0.4690000000000012, , , , , , , 0, -1, -1, 0, 2000, 1, 2, 1.6679999999999993, 0.01, 0.01333521432163324, , 1.1039073215, 16.766, 18.435000000000002, , 25, 30, 1, 1, 5, 26, 1, 1, 1, 1.34502269476, 3, Why share ideas?,  Show intellect., 3, 13.43, 15.651000000000003, 0, 0, 0, 0, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , 1, 0.6820000000000022, , , , , , , 0, -1, -1, 0, 2000, 2, 1, 0.7659999999999982, 0.01333521432163324, 0.01, , 1.07871365773, 24.042, 24.808, , 25, 30, 1, 2, 1, 16.197884186649116, 1, 1, 1, 2.38327980452, 28, Why save money?,  Get fit., 3, 20.520000000000003, 22.956000000000003, 0, 1, 1, 1, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 3, 1, 3.2049999999999983, 0.01, 0.007498942093324559, , 1.95895897411, 33.753, 36.958, , 25, 30, 1, 2, 4, 24.8, 1, 1, 1, 1.88003985742, 2, Why throw away trash?,  Make a list., 1, 27.778, 31.784, 0, 2, 2, 2, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 4, 1, 6.007000000000005, 0.007498942093324559, 0.007498942093324559, , 2.21451099245, 46.416, 52.423, , 25, 30, 1, , 7, 35.070428643266474, 1, 1, 1, 1.8811858104, 53, Why dial numbers?,  Make a phone call., 1, 40.193, 44.197, 0, 3, 3, 3, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 5, 1, 2.319999999999993, 0.007498942093324559, 0.01, , 1.24559281856, 58.93000000000001, 61.25, , 25, 30, 1, 1, 3, 30.270428643266477, 1, 1, 1, 1.03997512188, 32, How to read articles?,  Open a magazine., 4, 53.675, 57.679, 0, 4, 4, 4, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 6, 1, 0.5169999999999959, 0.01, 0.007498942093324559, , 2.88357426458, 72.045, 72.562, , 25, 30, 1, 2, 6, 27.200000000000003, 1, 1, 1, 5.46168450577, 20, How to watch television?,  Use a remote., 4, 65.155, 69.159, 0, 5, 5, 5, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , 1, 0.4819999999999993, , , , , , , 0, -1, -1, 0, 2000, 7, 2, 0.5679999999999978, 0.007498942093324559, 0.01, , 1.70888830416, 79.253, 79.821, , 25, 30, 1, 1, 9, 37.47042864326649, 1, 1, 1, 1.21639389138, 19, How to feel nostalgia?,  Keep a memory., 6, 75.286, 77.534, 0, 6, 6, 6, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , 1, 0.4159999999999968, , , , , , , 0, -1, -1, 0, 2000, 8, 1, 0.5169999999999959, 0.01, 0.01333521432163324, , 2.10363239445, 87.229, 87.746, , 25, 30, 1, 1, 8, 29.600000000000005, 1, 1, 1, 1.29616920219, 52, How to support a cause?,  Give to charity., 6, 82.94, 85.11, 0, 7, 7, 7, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , 2, 0.3819999999999908, , , , , , , 0, -1, -1, 0, 2000, 9, 2, 0.46700000000001296, 0.01333521432163324, 0.01, , 1.48126731675, 93.853, 94.32000000000001, , 25, 30, 1, 2, 2, 17.397884186649105, 1, 1, 1, 1.73128069861, 27, Why participate in class?,  Show intelligence., 2, 90.233, 92.368, 0, 8, 8, 8, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , 2, 0.48299999999997567, , , , , , , 0, -1, -1, 0, 2000, 10, 1, 0.7669999999999959, 0.01, 0.01333521432163324, , 1.33590290044, 100.244, 101.011, , 25, 30, 1, 1, 8, 29.600000000000005, 1, 1, 1, 2.38766705377, 46, Why enter a classroom?,  Attend a school., 2, 96.674, 98.90799999999999, 0, 9, 9, 9, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , 1, 0.5509999999999877, , , , , , , 0, -1, -1, 0, 2000, 11, 2, 0.5689999999999884, 0.01333521432163324, 0.01, , 2.81144621883, 109.95500000000001, 110.523, , 25, 30, 1, 2, 4, 19.797884186649128, 1, 1, 1, 4.66026696524, 45, How to make a donation?,  Mix a cocktail., 5, 104.832, 107.13499999999999, 0, 10, 10, 10, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
