Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2003,1,L,,,,,1.86266871849,,,,25,30,1,,3,,1,2,2,1.54364369935,25,Why click a mouse?, Open a browser.,1
2003,2,R,,,,,1.55305110583,,,,25,30,1,,1,,1,2,2,1.87700965649,14,Why take aspirin?, Serve alcohol.,1
2003,3,L,,,,,2.1463434118,,,,25,30,1,,2,,1,2,2,3.04786609103,55,Why watch television?, Show competence.,2
2003,4,L,,,,,1.47860942156,,,,25,30,1,,8,,1,2,2,2.34225015835,4,Why enter a classroom?, Attend a school.,2
2003,5,L,,,,,1.51708613203,,,,25,30,1,,7,,1,2,2,1.47723030824,33,How to get a degree?, Attend a school.,6
2003,6,L,,,,,3.56763624467,,,,25,30,1,,9,,1,2,2,1.04852491087,53,How to spread joy?, Get a job.,6
2003,7,R,,,,,1.62621009044,,,,25,30,1,,5,,1,2,2,2.20554590384,0,How to express doubt?, Use scissors.,5
2003,8,R,,,,,1.75107615858,,,,25,30,1,,4,,1,2,2,1.62147661914,31,How to provide food?, Prepare meals.,5
2003,9,R,,,,,2.08062041417,,,,25,30,1,,2,,1,2,2,1.32214478745,11,Why attend a school?, Get a degree.,3
2003,10,L,,,,,1.43727660937,,,,25,30,1,,5,,1,2,2,1.45154842943,18,Why finish a job?, Feel productive.,3
2003,11,R,,,,,1.10530482272,,,,25,30,1,,1,,1,2,2,3.88602032466,1,How to open a browser?, Click a mouse.,4
2003,12,L,,,,,3.2331785912,,,,25,30,1,,4,,1,2,2,4.97182049427,56,How to read articles?, Open a magazine.,4
2003,13,R,,,,,2.0001100622,,,,25,30,1,,8,,1,2,2,1.11985229676,38,How to teach others?, Give a lecture.,5
2003,14,R,,,,,1.01904082086,,,,25,30,1,,7,,1,2,2,4.71442344921,16,How to plan ahead?, Make a list.,5
2003,15,R,,,,,2.45676476313,,,,25,30,1,,9,,1,2,2,1.05700391619,54,How to make breakfast?, Crack eggs.,4
2003,16,L,,,,,1.32832364425,,,,25,30,1,,3,,1,2,2,1.27029106266,36,How to take a picture?, Point a camera.,4
