Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2109,1,L,,,,,1.33666406307,,,,,28,1,,5,90,0,1,1,2.08773701336,6,Why show courtesy?, Make a friend.,3
2109,2,L,,,,,1.8935376187,,,,,29,1,,5,90,0,1,1,2.95965381392,2,Why share ideas?, Show intellect.,3
2109,3,L,,,,,2.55041897715,,,,,30,1,,5,90,0,1,1,3.37122159855,36,Why give a lecture?, Teach others.,2
2109,4,R,,,,,3.03522275197,,,,,27,1,,5,90,0,1,1,1.23631227672,50,Why kill germs?, Avoid diseases.,2
2109,5,L,,,,,3.38047563638,,,,,25,1,,5,90,0,1,1,1.79477418826,23,How to plan ahead?, Make a list.,5
2109,6,L,,,,,1.01123287368,,,,,24,1,,5,90,0,1,1,1.03256718565,8,How to show appreciation?, Give applause.,5
2109,7,L,,,,,1.59665253615,,,,,31,1,,5,90,0,1,1,1.29114644127,20,How to give a lecture?, Brush ones hair.,4
2109,8,R,,,,,1.70261594008,,,,,20,1,,5,90,0,1,1,2.47275675434,34,How to lift weights?, Fasten seatbelt.,4
2109,9,R,,,,,1.46941924049,,,,,35,1,,5,90,0,1,1,1.09330890272,26,Why crack eggs?, Make breakfast.,1
2109,10,R,,,,,1.24932042068,,,,,33,1,,5,90,0,1,1,2.07861231813,30,Why turn a doorknob?, Enter a classroom.,1
2109,11,L,,,,,1.7098481526,,,,,26,1,,5,90,0,1,1,1.59725559901,13,How to feel well?, Reduce pain.,6
2109,12,L,,,,,1.83378800915,,,,,23,1,,5,90,0,1,1,1.12840750643,14,How to achieve success?, Get a promotion.,6
2109,13,R,,,,,4.16729483096,,,,,22,1,,5,90,0,1,1,1.01101542427,56,How to prepare meals?, Follow recipes.,4
2109,14,R,,,,,1.70760443006,,,,,34,1,,5,90,0,1,1,1.19630250083,5,How to write a check?, Sign ones name.,4
2109,15,L,,,,,1.57351487028,,,,,37,1,,5,90,0,1,1,3.67689325682,12,How to avoid mistakes?, Obey laws.,6
2109,16,L,,,,,1.06458593731,,,,,21,1,,5,90,0,1,1,1.43507832833,32,How to show humility?, Build muscles.,6
2109,17,L,,,,,2.56200986567,,,,,39,1,,5,90,0,1,1,1.2437705043,45,How to consume alcohol?, Drink wine.,5
2109,18,R,,,,,2.56803003086,,,,,32,1,,5,90,0,1,1,2.05190467971,18,How to express doubt?, Use scissors.,5
2109,19,R,,,,,2.6648836385,,,,,40,1,,5,90,0,1,1,1.4491474421,10,Why take a picture?, Keep a memory.,2
2109,20,L,,,,,4.23574999031,,,,,38,1,,5,90,0,1,1,2.49294260898,16,Why paint a picture?, Make art.,2
2109,21,R,,,,,1.55278602203,,,,,37,1,,5,90,0,1,1,3.26407874651,25,Why hold a party?, Feel sociable.,3
2109,22,R,,,,,1.08835310166,,,,,26,1,,5,90,0,1,1,4.3540892588,29,Why attend a school?, Get a degree.,3
2109,23,R,,,,,1.0698587769,,,,,34,1,,5,90,0,1,1,1.5567884826,7,Why use a brush?, Paint a picture.,1
2109,24,R,,,,,1.28519230967,,,,,22,1,,5,90,0,1,1,1.3017915248,24,Why use a remote?, Watch television.,1
2109,25,R,,,,,1.21810453414,,,,,20,1,,5,90,0,1,1,3.33479753104,0,How to open a browser?, Click a mouse.,4
2109,26,L,,,,,2.36777800026,,,,,28,1,,5,90,0,1,1,2.73859330298,22,How to write a poem?, Grab a pencil.,4
2109,27,R,,,,,3.60276885189,,,,,31,1,,5,90,0,1,1,2.89208277885,55,How to get a degree?, Attend a school.,6
2109,28,L,,,,,1.22844304964,,,,,36,1,,5,90,0,1,1,1.21878477767,9,How to express a talent?, Entertain others.,6
2109,29,L,,,,,1.5139008827,,,,,40,1,,5,90,0,1,1,1.62384879205,31,Why follow recipes?, Prepare meals.,1
2109,30,R,,,,,1.66626427587,,,,,39,1,,5,90,0,1,1,1.6941329869,21,Why raise a hand?, Participate in class.,1
2109,31,L,,,,,1.07162273843,,,,,25,1,,5,90,0,1,1,3.29623775779,1,Why give applause?, Show appreciation.,2
2109,32,L,,,,,2.19059383576,,,,,33,1,,5,90,0,1,1,1.77090185638,4,Why write a song?, Seek advice.,2
2109,33,R,,,,,1.24344581659,,,,,32,1,,5,90,0,1,1,1.13217033465,57,How to show intelligence?, Participate in class.,5
2109,34,L,,,,,2.7914791411,,,,,35,1,,5,90,0,1,1,2.17852631119,35,How to teach others?, Give a lecture.,5
2109,35,R,,,,,2.39521756203,,,,,21,1,,5,90,0,1,1,1.82083179578,15,Why get a promotion?, Achieve success.,3
2109,36,R,,,,,1.51557025671,,,,,24,1,,5,90,0,1,1,1.70773471592,44,Why finish a job?, Feel productive.,3
2109,37,L,,,,,1.42685925695,,,,,30,1,,5,90,0,1,1,1.49352966241,53,How to write an email?, Open a browser.,5
2109,38,R,,,,,3.73408635527,,,,,27,1,,5,90,0,1,1,1.64234764654,40,How to entertain oneself?, Watch television.,5
2109,39,R,,,,,1.80512832897,,,,,29,1,,5,90,0,1,1,2.27814420799,47,Why dress formally?, Get a promotion.,2
2109,40,L,,,,,1.53430743831,,,,,23,1,,5,90,0,1,1,1.17754021839,58,Why make breakfast?, Satisfy hunger.,2
