Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2136,1,R,,,,,0.820433945324,,,,25,30,1,,5,,1,1,3,0.7472881216,8,Why consume medicine?, Reduce pain.,2
2136,2,L,,,,,3.62811110479,,,,25,30,1,,2,,1,1,3,0.59801980198,7,Why dress formally?, Get a promotion.,2
2136,3,R,,,,,0.537074833186,,,,25,30,1,,4,,1,1,3,1.06987630076,2,Why keep a memory?, Feel nostalgia.,3
2136,4,L,,,,,1.80858696581,,,,25,30,1,,1,,1,1,3,1.87840644922,10,Why show competence?, Pass the time.,3
2136,5,L,,,,,0.506207334268,,,,25,30,1,,8,,1,1,3,0.728926495107,9,How to consume medicine?, Take pills. ,4
2136,6,R,,,,,1.09115745198,,,,25,30,1,,9,,1,1,3,0.614859788818,4,How to make a list?, Throw away trash.,4
2136,7,R,,,,,0.909698217851,,,,25,30,1,,7,,1,1,3,1.9825988349,11,Why use chalk?, Get fit.,1
2136,8,L,,,,,1.79422767584,,,,25,30,1,,3,,1,1,3,0.612185108446,5,Why clap hands?, Give applause.,1
2136,9,L,,,,,4.13485574914,,,,25,30,1,,1,,1,1,3,1.09644139702,0,How to make a donation?, Mix a cocktail.,5
2136,10,R,,,,,2.86983447347,,,,25,30,1,,4,,1,1,3,0.506952844825,1,How to gain knowledge?, Read articles.,5
2136,11,L,,,,,3.58634944743,,,,25,30,1,,7,,1,1,3,1.52084984434,6,How to express a talent?, Entertain others.,6
2136,12,R,,,,,2.51301592866,,,,25,30,1,,2,,1,1,3,1.33680878071,3,How to satisfy a need?, Make a purchase.,6
