Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2176,1,R,,,,,0.84939687895,,,,25,30,1,,1,,1,1,3,0.603860027101,3,Why raise a hand?, Participate in class.,1
2176,2,L,,,,,3.08184762132,,,,25,30,1,,9,,1,1,3,1.62838703725,9,Why wash ones hands?, Kill germs.,1
2176,3,R,,,,,5.334130313,,,,25,30,1,,4,,1,1,3,0.71728831,7,Why reduce pain?, Feel well.,3
2176,4,L,,,,,0.544850906537,,,,25,30,1,,6,,1,1,3,0.709731647383,2,Why show courtesy?, Make a friend.,3
2176,5,R,,,,,0.656232680944,,,,25,30,1,,8,,1,1,3,2.00898946824,5,How to contact a friend?, Make a phone call.,5
2176,6,R,,,,,1.26351580176,,,,25,30,1,,3,,1,1,3,1.2385358702,10,How to write an email?, Open a browser.,5
2176,7,L,,,,,2.20946706825,,,,25,30,1,,7,,1,1,3,0.913177733271,8,How to achieve success?, Get a promotion.,6
2176,8,R,,,,,1.0380397824,,,,25,30,1,,2,,1,1,3,0.642922988105,6,How to feel productive?, Finish a job.,6
2176,9,R,,,,,0.977910979446,,,,25,30,1,,1,,1,1,3,0.982024331325,11,How to consume medicine?, Take pills. ,4
2176,10,L,,,,,3.32865029053,,,,25,30,1,,9,,1,1,3,0.803463197455,0,How to read articles?, Open a magazine.,4
2176,11,L,,,,,2.3692577665,,,,25,30,1,,5,,1,1,3,0.522494974703,1,Why consume caffeine?, Stay alert.,2
2176,12,L,,,,,2.89432761777,,,,25,30,1,,8,,1,1,3,2.10089078182,4,Why enter a classroom?, Attend a school.,2
