Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2124,1,R,,,,,0.841603745058,,,,25,30,1,,1,,1,1,3,0.656354589862,5,Why drink wine?, Consume alcohol.,2
2124,2,R,,,,,1.20282562495,,,,25,30,1,,5,,1,1,3,0.784503132932,4,Why give applause?, Show appreciation.,2
2124,3,L,,,,,1.07647629261,,,,25,30,1,,7,,1,1,3,1.43275687473,10,Why give to charity?, Support a cause.,3
2124,4,L,,,,,0.555187046214,,,,25,30,1,,8,,1,1,3,0.854709237855,0,Why get a promotion?, Achieve success.,3
2124,5,R,,,,,0.953936547447,,,,25,30,1,,4,,1,1,3,1.15999237945,8,Why use credit cards?, Go shopping.,1
2124,6,R,,,,,4.36087470759,,,,25,30,1,,2,,1,1,3,0.702280708082,7,Why lift a glass?, Drink wine.,1
2124,7,R,,,,,4.93543967904,,,,25,30,1,,3,,1,1,3,0.832306578423,9,How to express a talent?, Entertain others.,6
2124,8,L,,,,,1.7538830345,,,,25,30,1,,9,,1,1,3,0.681096406567,1,How to live a long life?, Avoid diseases.,6
2124,9,L,,,,,4.57112372394,,,,25,30,1,,8,,1,1,3,1.82721931676,6,How to go shopping?, Use credit cards.,4
2124,10,L,,,,,1.25481228101,,,,25,30,1,,2,,1,1,3,1.83127762689,2,How to participate in class?, Raise a hand.,4
2124,11,L,,,,,0.539084847056,,,,25,30,1,,6,,1,1,3,1.12700060386,11,How to get a promotion?, Arrive on time.,5
2124,12,R,,,,,1.46754184084,,,,25,30,1,,7,,1,1,3,0.813894783995,3,How to give to charity?, Use a camera.,5
