Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2008,1,L,,,,,0.615826480883,,,,25,30,1,,6,,1,1,3,0.903602381611,8,Why use a camera?, Give to charity.,2
2008,2,R,,,,,5.72212657961,,,,25,30,1,,3,,1,1,3,1.00249906055,1,Why clip coupons?, Save money.,2
2008,3,L,,,,,2.14352367496,,,,25,30,1,,2,,1,1,3,0.623599763617,7,How to avoid mistakes?, Obey laws.,6
2008,4,L,,,,,0.512360361732,,,,25,30,1,,1,,1,1,3,1.23570195069,3,How to satisfy a need?, Make a purchase.,6
2008,5,R,,,,,1.98236333624,,,,25,30,1,,4,,1,1,3,0.589775614791,6,How to prepare meals?, Follow recipes.,4
2008,6,R,,,,,0.737960672032,,,,25,30,1,,9,,1,1,3,0.846674690976,2,How to make a list?, Throw away trash.,4
2008,7,R,,,,,0.554389567859,,,,25,30,1,,7,,1,1,3,2.06848379947,10,Why write an email?, Send a message.,3
2008,8,R,,,,,5.4495297126,,,,25,30,1,,5,,1,1,3,0.783626529626,5,Why give to charity?, Support a cause.,3
2008,9,L,,,,,0.636820249069,,,,25,30,1,,3,,1,1,3,0.564290677963,9,How to get a promotion?, Arrive on time.,5
2008,10,R,,,,,3.18374705828,,,,25,30,1,,6,,1,1,3,1.54419700318,4,How to reduce pain?, Consume medicine.,5
2008,11,L,,,,,1.85174640888,,,,25,30,1,,4,,1,1,3,0.690907918137,0,Why click a mouse?, Open a browser.,1
2008,12,L,,,,,1.44457722492,,,,25,30,1,,1,,1,1,3,0.878463662368,11,Why wear ties?, Dress formally.,1
