Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrialRanked,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2169,1,R,,,,,1.42690170852,,,,25,30,1,,9,,1,1,4,0.763891184516,2,How to avoid diseases?, Kill germs.,5
2169,2,R,,,,,1.31560846759,,,,25,30,1,,7,,1,1,4,1.75344413822,6,How to consume alcohol?, Drink wine.,5
2169,3,L,,,,,0.792234735773,,,,25,30,1,,6,,1,1,4,0.544135142431,9,How to write a poem?, Grab a pencil.,4
2169,4,L,,,,,1.14501318228,,,,25,30,1,,5,,1,1,4,1.42363385389,1,How to make a phone call?, Dial numbers.,4
2169,5,R,,,,,2.83878074561,,,,25,30,1,,3,,1,1,4,0.679405316061,4,Why teach a class?, Obey laws.,2
2169,6,R,,,,,1.64885001743,,,,25,30,1,,8,,1,1,4,1.3302729554,0,Why make a list?, Plan ahead.,2
2169,7,R,,,,,3.12573857325,,,,25,30,1,,1,,1,1,4,1.15527738749,3,Why plan ahead?, Reduce worry.,3
2169,8,L,,,,,4.6786245048,,,,25,30,1,,4,,1,1,4,1.36956856854,11,Why avoid diseases?, Live a long life.,3
2169,9,R,,,,,1.45787768848,,,,25,30,1,,3,,1,1,4,1.17588762789,5,How to reduce worry?, Plan ahead.,6
2169,10,L,,,,,0.654239667883,,,,25,30,1,,6,,1,1,4,1.20081802557,10,How to live a long life?, Avoid diseases.,6
2169,11,L,,,,,5.09642505598,,,,25,30,1,,7,,1,1,4,0.579403665409,8,Why crack eggs?, Make breakfast.,1
2169,12,L,,,,,0.716463306646,,,,25,30,1,,4,,1,1,4,0.735869738091,7,Why follow recipes?, Prepare meals.,1
