Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrial,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2025,1,2,,,,,2.83223128241,,,,25,30,1,,5,,1,1,4,1.41842083642,0,Why cut paper?, Clip coupons.,1
2025,2,1,,,,,2.12786694881,,,,25,30,1,,1,,1,1,4,0.524952005603,0,How to give applause?, Clap hands.,4
2025,3,1,,,,,5.09190245231,,,,25,30,1,,4,,1,1,4,1.63092276549,0,How to show intelligence?, Participate in class.,5
2025,4,1,,,,,1.03938387564,,,,25,30,1,,6,,1,1,4,1.99305914371,0,Why kill germs?, Avoid diseases.,2
2025,5,1,,,,,0.531383642939,,,,25,30,1,,7,,1,1,4,1.58543726274,0,Why show competence?, Pass the time.,3
2025,6,2,,,,,2.00509578117,,,,25,30,1,,3,,1,1,4,0.512355719436,0,How to show an ability?, Satisfy hunger.,6
2025,7,2,,,,,1.20856728576,,,,25,30,1,,9,,1,1,4,1.38246132307,0,How to spread knowledge?, Teach others.,6
2025,8,1,,,,,0.546771931129,,,,25,30,1,,8,,1,1,4,0.851680605604,0,How to make breakfast?, Crack eggs.,4
2025,9,2,,,,,1.81217779459,,,,25,30,1,,1,,1,1,4,0.553013005826,1,Why give a lecture?, Teach others.,2
2025,10,2,,,,,0.739959313061,,,,25,30,1,,8,,1,1,4,0.598339396973,0,How to consume alcohol?, Drink wine.,5
2025,11,2,,,,,1.40687473142,,,,25,30,1,,7,,1,1,4,1.1886084289,0,Why hold a party?, Feel sociable.,3
2025,12,1,,,,,4.05635112474,,,,25,30,1,,9,,1,1,4,0.546503642993,0,Why point a camera?, Take a picture.,1
