Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrial,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2007,1,1,,,,,2.76858474413,,,,,33,1,,5,90,0,1,3,0.824987062167,0,Why open a browser?, Write an email.,2
2007,2,2,,,,,2.35365238274,,,,,32,1,,5,90,0,1,3,1.45513815017,0,How to show creativity?, Make art.,6
2007,3,1,,,,,2.27948511402,,,,,28,1,,5,90,0,1,3,1.71703605376,0,How to write a check?, Sign ones name.,4
2007,4,2,,,,,0.849416311562,,,,,26,1,,5,90,0,1,3,0.752339120849,0,Why keep a memory?, Feel nostalgia.,3
2007,5,1,,,,,1.106895385,,,,,31,1,,5,90,0,1,3,0.626919999348,0,How to show intelligence?, Participate in class.,5
2007,6,1,,,,,1.42612280439,,,,,35,1,,5,90,0,1,3,0.947239220014,0,Why crack eggs?, Make breakfast.,1
2007,7,1,,,,,1.17864503049,,,,,21,1,,5,90,0,1,3,0.809733058668,0,How to clip coupons?, Cut paper.,4
2007,8,1,,,,,0.990691671541,,,,,40,1,,5,90,0,1,3,0.675974786259,0,Why go shopping?, Make a purchase.,2
2007,9,2,,,,,5.48784142218,,,,,29,1,,5,90,0,1,3,0.690669188203,0,Why finish a job?, Feel productive.,3
2007,10,2,,,,,0.725652252437,,,,,39,1,,5,90,0,1,3,0.536709732264,1,How to get a promotion?, Arrive on time.,5
2007,11,2,,,,,0.600026801445,,,,,36,1,,5,90,0,1,3,1.41059989339,0,How to avoid mistakes?, Obey laws.,6
2007,12,2,,,,,5.02312410754,,,,,25,1,,5,90,0,1,3,1.23758776079,0,Why take aspirin?, Serve alcohol.,1
