Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrial,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2017,1,1,,,,,2.60975982958,,,,,40,1,,5,90,0,2,1,1.17522591435,0,How to satisfy a need?, Make a purchase.,6
2017,2,2,,,,,2.53445604054,,,,,22,1,,5,90,0,2,1,2.75498770119,0,How to entertain others?, Write a song.,5
2017,3,2,,,,,1.0345731431,,,,,34,1,,5,90,0,2,1,0.723246389172,0,Why keep a memory?, Feel nostalgia.,3
2017,4,2,,,,,0.538028919046,,,,,38,1,,5,90,0,2,1,1.63636507394,0,Why dial numbers?, Make a phone call.,1
2017,5,2,,,,,3.70468578022,,,,,29,1,,5,90,0,2,1,0.747463215379,0,How to participate in class?, Raise a hand.,4
2017,6,2,,,,,2.19941928216,,,,,36,1,,5,90,0,2,1,0.655786650892,0,Why kill germs?, Avoid diseases.,2
2017,7,1,,,,,1.11062701335,,,,,24,1,,5,90,0,2,1,1.29479613885,0,How to show intellect?, Share ideas.,6
2017,8,2,,,,,0.703092662769,,,,,26,1,,5,90,0,2,1,1.36591568934,0,How to entertain oneself?, Watch television.,5
2017,9,1,,,,,3.56211318662,,,,,20,1,,5,90,0,2,1,0.554684771643,0,Why make a purchase?, Satisfy a need.,3
2017,10,1,,,,,1.35078229622,,,,,37,1,,5,90,0,2,1,1.91929327327,0,Why open a browser?, Write an email.,2
2017,11,1,,,,,2.28767102546,,,,,32,1,,5,90,0,2,1,0.884892476106,0,How to dress formally?, Wear ties. ,4
2017,12,2,,,,,1.53318773991,,,,,30,1,,5,90,0,2,1,0.947241685896,0,Why open a magazine?, Read articles.,1
2017,13,1,,,,,2.21769230171,,,,,23,1,,5,90,0,2,1,0.740530341468,0,How to show intelligence?, Participate in class.,5
2017,14,1,,,,,0.534587807839,,,,,31,1,,5,90,0,2,1,1.19601070339,0,How to kill germs?, Wash ones hands.,4
2017,15,2,,,,,1.66144906199,,,,,25,1,,5,90,0,2,1,0.85727780346,0,Why throw away trash?, Make a list.,1
2017,16,1,,,,,1.04559311934,,,,,39,1,,5,90,0,2,1,0.550307561853,0,Why get a promotion?, Achieve success.,3
2017,17,1,,,,,3.48793170707,,,,,33,1,,5,90,0,2,1,1.99185226548,0,Why consume medicine?, Reduce pain.,2
2017,18,1,,,,,3.86123710806,,,,,35,1,,5,90,0,2,1,1.77191399723,0,How to show humility?, Build muscles.,6
2017,19,2,,,,,1.55102667722,,,,,21,1,,5,90,0,2,1,0.649091950939,1,How to make a purchase?, Go shopping.,5
2017,20,2,,,,,0.843837314886,,,,,28,1,,5,90,0,2,1,0.608972172943,0,Why turn a doorknob?, Enter a classroom.,1
2017,21,2,,,,,0.715319092786,,,,,38,1,,5,90,0,2,1,0.588466972638,0,How to read articles?, Open a magazine.,4
2017,22,1,,,,,1.11489292627,,,,,39,1,,5,90,0,2,1,0.505942201503,0,How to show cleanliness?, Write an email.,6
2017,23,2,,,,,5.26760558646,,,,,30,1,,5,90,0,2,1,0.929916025649,0,Why avoid diseases?, Live a long life.,3
2017,24,1,,,,,3.0477620743,,,,,34,1,,5,90,0,2,1,1.33454123993,0,Why dress formally?, Get a promotion.,2
2017,25,1,,,,,2.0892845127,,,,,26,1,,5,90,0,2,1,0.733150137776,0,How to show ambition?, Serve alcohol.,5
2017,26,1,,,,,0.682986459931,,,,,25,1,,5,90,0,2,1,0.684290082364,0,How to support a cause?, Give to charity.,6
2017,27,2,,,,,1.52559402508,,,,,37,1,,5,90,0,2,1,1.59551678284,0,Why click a mouse?, Open a browser.,1
2017,28,2,,,,,2.51329039435,,,,,27,1,,5,90,0,2,1,0.556651790722,0,Why use a camera?, Give to charity.,2
2017,29,2,,,,,0.982663227878,,,,,29,1,,5,90,0,2,1,0.755302742268,0,Why show competence?, Pass the time.,3
2017,30,2,,,,,1.08497037561,,,,,33,1,,5,90,0,2,1,1.09573605218,0,How to write a song?, Play piano.,4
2017,31,2,,,,,0.643289888895,,,,,20,1,,5,90,0,2,1,0.9089274967,0,How to prepare meals?, Follow recipes.,4
2017,32,1,,,,,4.99849815671,,,,,32,1,,5,90,0,2,1,1.33941863317,0,How to improve oneself?, Gain knowledge.,6
2017,33,1,,,,,0.568070755665,,,,,21,1,,5,90,0,2,1,0.534951354229,0,Why wash ones hands?, Kill germs.,1
2017,34,1,,,,,3.21826541808,,,,,28,1,,5,90,0,2,1,0.58024059176,0,Why attend a school?, Get a degree.,3
2017,35,1,,,,,1.89790958444,,,,,24,1,,5,90,0,2,1,1.96545452165,0,Why write a song?, Seek advice.,2
2017,36,2,,,,,0.906396356619,,,,,31,1,,5,90,0,2,1,0.503766005861,0,How to get a promotion?, Arrive on time.,5
2017,37,2,,,,,3.56373282637,,,,,23,1,,5,90,0,2,1,0.662202805608,0,Why stir ingredients?, Mix a cocktail.,1
2017,38,1,,,,,2.01795495416,,,,,22,1,,5,90,0,2,1,1.17858208196,0,How to write a check?, Sign ones name.,4
2017,39,1,,,,,2.74162755354,,,,,36,1,,5,90,0,2,1,0.716651124938,0,Why write an email?, Send a message.,3
2017,40,2,,,,,2.37212488373,,,,,40,1,,5,90,0,2,1,0.646171212828,0,Why participate in class?, Show intelligence.,2
