Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrial,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2003,1,2,,,,,2.12554036358,,,,,25,1,,5,90,0,2,1,1.71267228536,0,Why consume medicine?, Reduce pain.,2
2003,2,2,,,,,2.17311373602,,,,,27,1,,5,90,0,2,1,1.62116075889,0,Why make a phone call?, Contact a friend.,2
2003,3,1,,,,,2.34722647487,,,,,29,1,,5,90,0,2,1,2.27491557957,0,Why reduce pain?, Feel well.,3
2003,4,2,,,,,2.36213489109,,,,,33,1,,5,90,0,2,1,2.70363496971,0,Why satisfy hunger?, Show an ability.,3
2003,5,1,,,,,1.19882758774,,,,,36,1,,5,90,0,2,1,2.29790954797,0,How to improve oneself?, Gain knowledge.,6
2003,6,1,,,,,1.01367056036,,,,,23,1,,5,90,0,2,1,2.760717023,0,How to show creativity?, Make art.,6
2003,7,1,,,,,1.23565842458,,,,,28,1,,5,90,0,2,1,2.27735868643,0,How to watch television?, Use a remote.,4
2003,8,1,,,,,1.52698892241,,,,,32,1,,5,90,0,2,1,2.42869050636,0,How to prepare meals?, Follow recipes.,4
2003,9,2,,,,,2.62164433553,,,,,26,1,,5,90,0,2,1,1.56946116158,0,Why sign ones name?, Write a check.,1
2003,10,1,,,,,1.14047771777,,,,,21,1,,5,90,0,2,1,1.40225039768,0,Why turn a doorknob?, Enter a classroom.,1
2003,11,1,,,,,1.19183420986,,,,,20,1,,5,90,0,2,1,2.58442100724,0,How to gain knowledge?, Read articles.,5
2003,12,1,,,,,2.27540100359,,,,,34,1,,5,90,0,2,1,1.57157808831,0,How to avoid diseases?, Kill germs.,5
2003,13,1,,,,,1.25734094682,,,,,39,1,,5,90,0,2,1,2.80826004663,0,Why use a comb?, Write a song.,1
2003,14,1,,,,,1.29018869847,,,,,38,1,,5,90,0,2,1,1.84980013312,0,Why stir ingredients?, Mix a cocktail.,1
2003,15,2,,,,,4.01589070835,,,,,35,1,,5,90,0,2,1,3.0714168776,0,Why make breakfast?, Satisfy hunger.,2
2003,16,2,,,,,1.58270257631,,,,,31,1,,5,90,0,2,1,1.33992986086,1,Why teach a class?, Obey laws.,2
2003,17,2,,,,,1.41107637855,,,,,30,1,,5,90,0,2,1,1.84500716593,0,Why entertain others?, Express a talent.,3
2003,18,2,,,,,2.50920888339,,,,,40,1,,5,90,0,2,1,3.2545945173,0,Why get a promotion?, Achieve success.,3
2003,19,1,,,,,1.33937661131,,,,,24,1,,5,90,0,2,1,3.68361017161,0,How to paint a picture?, Use a brush.,4
2003,20,1,,,,,4.1126743031,,,,,22,1,,5,90,0,2,1,1.43460432586,0,How to clip coupons?, Cut paper.,4
2003,21,2,,,,,1.38645428672,,,,,38,1,,5,90,0,2,1,1.85665817493,0,How to satisfy hunger?, Make breakfast.,5
2003,22,2,,,,,2.45315648985,,,,,34,1,,5,90,0,2,1,2.04409014599,0,How to entertain oneself?, Watch television.,5
2003,23,2,,,,,2.85635979797,,,,,27,1,,5,90,0,2,1,1.22133122909,0,How to feel sociable?, Hold a party.,6
2003,24,1,,,,,2.19912524244,,,,,40,1,,5,90,0,2,1,1.43259727943,0,How to show cleanliness?, Write an email.,6
2003,25,1,,,,,1.07912296654,,,,,32,1,,5,90,0,2,1,1.84149229902,0,Why use a brush?, Paint a picture.,1
2003,26,1,,,,,3.12333623726,,,,,29,1,,5,90,0,2,1,1.25343222791,0,Why raise a hand?, Participate in class.,1
2003,27,2,,,,,1.78610099518,,,,,23,1,,5,90,0,2,1,1.4455884327,0,Why consume caffeine?, Stay alert.,2
2003,28,2,,,,,3.18160052702,,,,,33,1,,5,90,0,2,1,2.70574648216,0,Why dress formally?, Get a promotion.,2
2003,29,2,,,,,1.75469346602,,,,,21,1,,5,90,0,2,1,1.88296148319,0,Why show courtesy?, Make a friend.,3
2003,30,1,,,,,1.19772709059,,,,,36,1,,5,90,0,2,1,1.1876009661,0,Why write an email?, Send a message.,3
2003,31,1,,,,,1.30939185869,,,,,31,1,,5,90,0,2,1,1.45791045494,0,How to kill germs?, Wash ones hands.,4
2003,32,2,,,,,2.51379778194,,,,,24,1,,5,90,0,2,1,3.02931600141,0,How to consume caffeine?, Press buttons.,4
2003,33,1,,,,,2.17727860615,,,,,22,1,,5,90,0,2,1,1.63401478297,0,How to teach others?, Give a lecture.,5
2003,34,2,,,,,2.4982291505,,,,,35,1,,5,90,0,2,1,2.88691976435,0,How to build muscles?, Lift weights.,5
2003,35,2,,,,,1.23193015583,,,,,26,1,,5,90,0,2,1,1.06498427834,0,How to feel productive?, Finish a job.,6
2003,36,2,,,,,2.66660144325,,,,,20,1,,5,90,0,2,1,1.12957441697,0,How to avoid mistakes?, Obey laws.,6
