Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrial,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2014,1,2,,,,,1.05851179462,,,,25,30,1,,3,,1,1,1,1.56786227823,0,Why attend a school?, Get a degree.,3
2014,2,2,,,,,1.34549360866,,,,25,30,1,,6,,1,1,1,3.20602430656,0,Why show competence?, Pass the time.,3
2014,3,1,,,,,1.55363070733,,,,25,30,1,,5,,1,1,1,1.0686615728,0,How to write a song?, Play piano.,4
2014,4,2,,,,,1.10221442571,,,,25,30,1,,4,,1,1,1,1.39300754451,0,How to make breakfast?, Crack eggs.,4
2014,5,1,,,,,2.19907541505,,,,25,30,1,,2,,1,1,1,5.86913497014,1,Why use a comb?, Write a song.,1
2014,6,1,,,,,1.68637584729,,,,25,30,1,,7,,1,1,1,2.14003469038,0,Why sign ones name?, Write a check.,1
2014,7,1,,,,,1.12442604665,,,,25,30,1,,8,,1,1,1,1.14036265625,0,Why participate in class?, Show intelligence.,2
2014,8,2,,,,,4.10022945524,,,,25,30,1,,9,,1,1,1,2.07591793815,0,Why make breakfast?, Satisfy hunger.,2
2014,9,2,,,,,1.38199387717,,,,25,30,1,,1,,1,1,1,1.02523468108,0,How to satisfy a need?, Make a purchase.,6
2014,10,1,,,,,3.06429257647,,,,25,30,1,,7,,1,1,1,2.45684514526,0,How to show an ability?, Satisfy hunger.,6
2014,11,2,,,,,2.20431219023,,,,25,30,1,,2,,1,1,1,1.1963368543,0,How to show intelligence?, Participate in class.,5
2014,12,1,,,,,4.30413414616,,,,25,30,1,,6,,1,1,1,1.27327690291,0,How to avoid diseases?, Kill germs.,5
2014,13,2,,,,,1.84272592078,,,,25,30,1,,8,,1,1,1,2.42366705458,0,Why give a lecture?, Teach others.,2
2014,14,2,,,,,1.27406984015,,,,25,30,1,,5,,1,1,1,1.41828677959,0,Why kill germs?, Avoid diseases.,2
2014,15,1,,,,,1.65217131287,,,,25,30,1,,9,,1,1,1,3.23620977539,0,How to clip coupons?, Cut paper.,4
2014,16,2,,,,,1.66140928838,,,,25,30,1,,3,,1,1,1,1.5013175281,0,How to write a poem?, Grab a pencil.,4
2014,17,1,,,,,3.44938502298,,,,25,30,1,,2,,1,1,1,2.6376534964,0,How to express doubt?, Use scissors.,5
2014,18,2,,,,,1.23841312277,,,,25,30,1,,6,,1,1,1,1.27476752377,0,How to attend a school?, Enter a classroom.,5
2014,19,1,,,,,1.03714853667,,,,25,30,1,,7,,1,1,1,1.0990755161,0,Why contact a friend?, Feel connected.,3
2014,20,2,,,,,1.40147596938,,,,25,30,1,,3,,1,1,1,1.68037901443,0,Why reduce pain?, Feel well.,3
2014,21,1,,,,,1.81387160128,,,,25,30,1,,8,,1,1,1,2.14203820305,0,Why click a mouse?, Open a browser.,1
2014,22,2,,,,,5.24877362128,,,,25,30,1,,9,,1,1,1,3.79142975395,0,Why take aspirin?, Serve alcohol.,1
2014,23,1,,,,,1.52121817834,,,,25,30,1,,1,,1,1,1,1.55558083011,0,How to avoid boredom?, Entertain oneself.,6
2014,24,1,,,,,1.94202092809,,,,25,30,1,,5,,1,1,1,4.07562851659,0,How to show creativity?, Make art.,6
2014,25,1,,,,,1.3999475424,,,,25,30,1,,1,,1,1,1,1.44825881822,0,How to show humility?, Build muscles.,6
2014,26,1,,,,,1.4127866166,,,,25,30,1,,8,,1,1,1,1.31253591532,0,How to express a talent?, Entertain others.,6
2014,27,2,,,,,1.02790827453,,,,25,30,1,,9,,1,1,1,1.14182892136,0,How to write a check?, Sign ones name.,4
2014,28,2,,,,,1.78428113732,,,,25,30,1,,4,,1,1,1,1.17847795052,0,How to drink wine?, Open a bottle. ,4
2014,29,1,,,,,1.56283895043,,,,25,30,1,,3,,1,1,1,1.02535883374,0,Why turn a doorknob?, Enter a classroom.,1
2014,30,2,,,,,1.9891513771,,,,25,30,1,,7,,1,1,1,2.56820318923,0,Why clap hands?, Give applause.,1
2014,31,1,,,,,2.72504772206,,,,25,30,1,,5,,1,1,1,1.71317136606,0,Why read articles?, Gain knowledge.,2
2014,32,1,,,,,2.85686582471,,,,25,30,1,,6,,1,1,1,3.01958736008,0,Why use a camera?, Give to charity.,2
2014,33,2,,,,,1.69945370112,,,,25,30,1,,5,,1,1,1,2.10407643229,0,How to provide food?, Prepare meals.,5
2014,34,2,,,,,1.39331051138,,,,25,30,1,,9,,1,1,1,1.02324344619,0,How to get a promotion?, Arrive on time.,5
2014,35,2,,,,,1.95921307551,,,,25,30,1,,4,,1,1,1,2.5665249208,0,Why finish a job?, Feel productive.,3
2014,36,1,,,,,3.25338876783,,,,25,30,1,,6,,1,1,1,1.08113357648,0,Why gain knowledge?, Improve oneself.,3
