Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrial,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2012,1,2,,,,,2.00681740833,,,,,27,1,,5,90,0,1,4,0.601673183783,0,Why throw away trash?, Make a list.,1
2012,2,2,,,,,1.86168034527,,,,,33,1,,5,90,0,1,4,5.20218759609,0,Why lift a glass?, Drink wine.,1
2012,3,1,,,,,0.798936855724,,,,,37,1,,5,90,0,1,4,4.1850292174,1,Why consume medicine?, Reduce pain.,2
2012,4,2,,,,,3.34520291136,,,,,24,1,,5,90,0,1,4,1.14566283201,0,Why write a song?, Seek advice.,2
2012,5,2,,,,,1.1793387787,,,,,32,1,,5,90,0,1,4,2.42118771854,0,How to write a song?, Play piano.,4
2012,6,2,,,,,1.59942047701,,,,,26,1,,5,90,0,1,4,2.0251426221,0,How to prepare meals?, Follow recipes.,4
2012,7,1,,,,,2.49203641533,,,,,25,1,,5,90,0,1,4,1.29148735737,0,How to satisfy hunger?, Make breakfast.,5
2012,8,1,,,,,0.872310528227,,,,,30,1,,5,90,0,1,4,1.09998729878,0,How to attend a school?, Enter a classroom.,5
2012,9,1,,,,,0.999539711725,,,,,35,1,,5,90,0,1,4,1.3835717499,0,Why make a purchase?, Satisfy a need.,3
2012,10,2,,,,,1.28781471087,,,,,20,1,,5,90,0,1,4,0.901420747305,0,Why contact a friend?, Feel connected.,3
2012,11,1,,,,,4.90430386461,,,,,29,1,,5,90,0,1,4,2.67949741282,0,How to show humility?, Build muscles.,6
2012,12,1,,,,,2.28853209794,,,,,36,1,,5,90,0,1,4,0.504403616803,0,How to achieve success?, Get a promotion.,6
