Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrial,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2000,1,1,,,,,2.07288720083,,,,,36,1,,5,90,0,2,2,2.12107731766,0,How to make a list?, Throw away trash.,4
2000,2,2,,,,,1.66272861807,,,,,40,1,,5,90,0,2,2,1.45284566789,0,How to give a lecture?, Brush ones hair.,4
2000,3,2,,,,,1.46878433719,,,,,20,1,,5,90,0,2,2,2.70485980205,0,Why paint a picture?, Make art.,2
2000,4,2,,,,,1.33377294189,,,,,27,1,,5,90,0,2,2,1.29829830244,0,Why make a list?, Plan ahead.,2
2000,5,2,,,,,1.12401029057,,,,,33,1,,5,90,0,2,2,3.13683921824,0,Why open a bottle?, Consume medicine.,1
2000,6,2,,,,,3.50081130588,,,,,39,1,,5,90,0,2,2,2.25564771799,0,Why sign ones name?, Write a check.,1
2000,7,1,,,,,2.31885675588,,,,,35,1,,5,90,0,2,2,2.22002394263,0,Why finish a job?, Feel productive.,3
2000,8,2,,,,,1.42700282265,,,,,29,1,,5,90,0,2,2,1.09141955526,0,Why satisfy hunger?, Show an ability.,3
2000,9,2,,,,,2.34974660656,,,,,21,1,,5,90,0,2,2,1.48322986506,0,How to make a purchase?, Go shopping.,5
2000,10,1,,,,,2.69482918868,,,,,30,1,,5,90,0,2,2,1.93152161938,0,How to gain knowledge?, Read articles.,5
2000,11,2,,,,,1.359432214,,,,,25,1,,5,90,0,2,2,1.47033417238,0,How to impress others?, Show intelligence.,6
2000,12,1,,,,,3.7722276581,,,,,32,1,,5,90,0,2,2,2.88142610096,0,How to get a degree?, Attend a school.,6
2000,13,1,,,,,1.53636008876,,,,,34,1,,5,90,0,2,2,1.69285123157,0,Why contact a friend?, Feel connected.,3
2000,14,2,,,,,2.66020908783,,,,,24,1,,5,90,0,2,2,1.26725041474,0,Why reduce pain?, Feel well.,3
2000,15,2,,,,,1.08908908482,,,,,37,1,,5,90,0,2,2,2.32979579233,0,How to entertain oneself?, Watch television.,5
2000,16,1,,,,,1.06032173829,,,,,31,1,,5,90,0,2,2,1.16101845649,0,How to save money?, Clip coupons.,5
2000,17,1,,,,,2.11484364691,,,,,38,1,,5,90,0,2,2,2.43573398566,0,Why open a browser?, Write an email.,2
2000,18,1,,,,,1.98689608912,,,,,22,1,,5,90,0,2,2,2.86343300134,0,Why lift weights?, Build muscles.,2
2000,19,1,,,,,1.64390936489,,,,,23,1,,5,90,0,2,2,2.19920282173,0,How to feel nostalgia?, Keep a memory.,6
2000,20,1,,,,,1.37069742503,,,,,28,1,,5,90,0,2,2,3.20417549429,0,How to show an ability?, Satisfy hunger.,6
2000,21,1,,,,,1.72291900029,,,,,39,1,,5,90,0,2,2,1.983036529,0,How to consume medicine?, Take pills. ,4
2000,22,2,,,,,4.4191861551,,,,,20,1,,5,90,0,2,2,1.83591226685,0,How to read articles?, Open a magazine.,4
2000,23,1,,,,,1.00008352493,,,,,27,1,,5,90,0,2,2,1.15561009899,0,Why open a magazine?, Read articles.,1
2000,24,1,,,,,1.39406612429,,,,,26,1,,5,90,0,2,2,1.20293524196,0,Why use a brush?, Paint a picture.,1
2000,25,1,,,,,1.87304832013,,,,,35,1,,5,90,0,2,2,3.33047353941,1,How to satisfy hunger?, Make breakfast.,5
2000,26,2,,,,,1.32072721686,,,,,24,1,,5,90,0,2,2,1.89521579502,0,How to show intelligence?, Participate in class.,5
2000,27,2,,,,,1.46033260585,,,,,25,1,,5,90,0,2,2,2.74089056891,0,How to achieve success?, Get a promotion.,6
2000,28,1,,,,,1.66934587948,,,,,23,1,,5,90,0,2,2,1.35221612638,0,How to show creativity?, Make art.,6
2000,29,1,,,,,2.70554162132,,,,,36,1,,5,90,0,2,2,2.45864736573,0,Why participate in class?, Show intelligence.,2
2000,30,2,,,,,2.87106551595,,,,,29,1,,5,90,0,2,2,2.10705990476,0,Why write a song?, Seek advice.,2
2000,31,1,,,,,1.42310065912,,,,,38,1,,5,90,0,2,2,1.21731523182,0,Why avoid diseases?, Live a long life.,3
2000,32,2,,,,,2.23033006886,,,,,34,1,,5,90,0,2,2,1.8382877545,0,Why save money?, Get fit.,3
2000,33,1,,,,,2.77898495402,,,,,37,1,,5,90,0,2,2,1.07625546721,0,How to clip coupons?, Cut paper.,4
2000,34,2,,,,,2.13339348638,,,,,30,1,,5,90,0,2,2,1.17312927904,0,How to participate in class?, Raise a hand.,4
2000,35,2,,,,,2.44570356172,,,,,22,1,,5,90,0,2,2,3.71691290615,0,Why wash ones hands?, Kill germs.,1
2000,36,2,,,,,1.09245251086,,,,,33,1,,5,90,0,2,2,1.15180229283,0,Why point a camera?, Take a picture.,1
