Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrial,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2000,1,1,,,,,1.0335479787,,,,25,30,1,,7,,1,3,1,2.96102545502,0,How to feel secure?, Save money.,6
2000,2,2,,,,,1.01654862692,,,,25,30,1,,6,,1,3,1,2.7734426015,0,How to show an ability?, Satisfy hunger.,6
2000,3,1,,,,,4.56880950497,,,,25,30,1,,1,,1,3,1,1.26600365875,0,Why kill germs?, Avoid diseases.,2
2000,4,1,,,,,3.17838160204,,,,25,30,1,,9,,1,3,1,1.49850014197,0,Why use a camera?, Give to charity.,2
2000,5,2,,,,,1.45746582495,,,,25,30,1,,2,,1,3,1,1.58552130257,0,Why plan ahead?, Reduce worry.,3
2000,6,2,,,,,1.07485495472,,,,25,30,1,,8,,1,3,1,1.43059535442,0,Why provide food?, Help a person.,3
2000,7,1,,,,,2.6816988638,,,,25,30,1,,3,,1,3,1,1.25780881233,0,How to entertain oneself?, Watch television.,5
2000,8,1,,,,,1.61432698344,,,,25,30,1,,5,,1,3,1,1.14883532877,0,How to show appreciation?, Give applause.,5
2000,9,1,,,,,1.20209552128,,,,25,30,1,,7,,1,3,1,1.52564076226,0,How to open a browser?, Click a mouse.,4
2000,10,1,,,,,1.0338614341,,,,25,30,1,,4,,1,3,1,3.84376126756,0,How to drink wine?, Open a bottle. ,4
2000,11,2,,,,,1.70126525095,,,,25,30,1,,9,,1,3,1,2.08158515128,0,Why sign ones name?, Write a check.,1
2000,12,2,,,,,3.18573832499,,,,25,30,1,,6,,1,3,1,1.99505601704,0,Why lift a glass?, Drink wine.,1
2000,13,2,,,,,1.00065173201,,,,25,30,1,,8,,1,3,1,1.52839883046,0,How to watch television?, Use a remote.,4
2000,14,1,,,,,2.25149143857,,,,25,30,1,,3,,1,3,1,1.4355028317,1,How to write a poem?, Grab a pencil.,4
2000,15,2,,,,,1.33204990838,,,,25,30,1,,1,,1,3,1,1.05138064053,0,How to provide food?, Prepare meals.,5
2000,16,1,,,,,1.11703930608,,,,25,30,1,,2,,1,3,1,1.79039167618,0,How to write an email?, Open a browser.,5
2000,17,2,,,,,2.15594128923,,,,25,30,1,,2,,1,3,1,1.18178358419,0,Why participate in class?, Show intelligence.,2
2000,18,2,,,,,1.62755814938,,,,25,30,1,,4,,1,3,1,1.07362352836,0,Why read articles?, Gain knowledge.,2
2000,19,2,,,,,2.14895134728,,,,25,30,1,,8,,1,3,1,1.41565927289,0,Why satisfy hunger?, Show an ability.,3
2000,20,1,,,,,1.9459915552,,,,25,30,1,,3,,1,3,1,3.01241596737,0,Why give to charity?, Support a cause.,3
2000,21,2,,,,,1.87136969598,,,,25,30,1,,1,,1,3,1,2.33683241146,0,How to live a long life?, Avoid diseases.,6
2000,22,2,,,,,1.86474459186,,,,25,30,1,,7,,1,3,1,1.43855380409,0,How to show creativity?, Make art.,6
2000,23,1,,,,,3.6160734071,,,,25,30,1,,6,,1,3,1,1.30254561782,0,Why use a comb?, Write a song.,1
2000,24,1,,,,,2.44387704718,,,,25,30,1,,9,,1,3,1,1.11458005456,0,Why use a remote?, Watch television.,1
2000,25,2,,,,,1.42996177545,,,,25,30,1,,4,,1,3,1,2.90182752689,0,How to give applause?, Clap hands.,4
2000,26,1,,,,,1.02974591429,,,,25,30,1,,6,,1,3,1,2.35058215791,0,How to read articles?, Open a magazine.,4
2000,27,1,,,,,1.51879400279,,,,25,30,1,,9,,1,3,1,1.85036199018,0,Why write a song?, Seek advice.,2
2000,28,2,,,,,2.14726350447,,,,25,30,1,,1,,1,3,1,2.44834319544,0,Why paint a picture?, Make art.,2
2000,29,1,,,,,3.14409058257,,,,25,30,1,,2,,1,3,1,2.60785868041,0,How to spread joy?, Get a job.,6
2000,30,1,,,,,3.85931743663,,,,25,30,1,,8,,1,3,1,2.55677165742,0,How to avoid mistakes?, Obey laws.,6
2000,31,2,,,,,1.56824651516,,,,25,30,1,,7,,1,3,1,3.78173825252,0,How to attend a school?, Enter a classroom.,5
2000,32,2,,,,,2.56067771395,,,,25,30,1,,3,,1,3,1,4.02975858636,0,How to make a donation?, Mix a cocktail.,5
2000,33,2,,,,,3.9079030212,,,,25,30,1,,3,,1,3,1,1.03308922713,0,Why take aspirin?, Serve alcohol.,1
2000,34,1,,,,,1.78510067165,,,,25,30,1,,6,,1,3,1,2.00853880891,0,Why raise a hand?, Participate in class.,1
2000,35,1,,,,,1.04002240561,,,,25,30,1,,8,,1,3,1,2.63838563735,0,Why show competence?, Pass the time.,3
2000,36,2,,,,,1.03098376731,,,,25,30,1,,1,,1,3,1,2.50275711363,0,Why show intelligence?, Impress others.,3
