Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrial,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2007,1,1,,,,,2.76858474413,,,,,33,1,,5,90,0,1,3,1.4749611865,0,Why open a magazine?, Read articles.,1
2007,2,2,,,,,2.35365238274,,,,,32,1,,5,90,0,1,3,3.36541445052,0,Why turn a doorknob?, Enter a classroom.,1
2007,3,1,,,,,2.27948511402,,,,,28,1,,5,90,0,1,3,4.15110816129,0,How to avoid boredom?, Entertain oneself.,6
2007,4,2,,,,,0.849416311562,,,,,26,1,,5,90,0,1,3,1.25701736255,0,How to support a cause?, Give to charity.,6
2007,5,1,,,,,1.106895385,,,,,31,1,,5,90,0,1,3,0.880759998044,0,How to make a donation?, Mix a cocktail.,5
2007,6,1,,,,,1.42612280439,,,,,35,1,,5,90,0,1,3,1.84171766004,0,How to build muscles?, Lift weights.,5
2007,7,1,,,,,1.17864503049,,,,,21,1,,5,90,0,1,3,1.429199176,0,Why go shopping?, Make a purchase.,2
2007,8,1,,,,,0.990691671541,,,,,40,1,,5,90,0,1,3,1.02792435878,0,Why kill germs?, Avoid diseases.,2
2007,9,2,,,,,5.48784142218,,,,,29,1,,5,90,0,1,3,1.07200756461,0,How to go shopping?, Use credit cards.,4
2007,10,2,,,,,0.725652252437,,,,,39,1,,5,90,0,1,3,0.610129196792,1,How to give applause?, Clap hands.,4
2007,11,2,,,,,0.600026801445,,,,,36,1,,5,90,0,1,3,3.23179968018,0,Why keep a memory?, Feel nostalgia.,3
2007,12,2,,,,,5.02312410754,,,,,25,1,,5,90,0,1,3,2.71276328236,0,Why contact a friend?, Feel connected.,3
