Subject,Trial,SSonLorR,RT,startingK,endingK,TrialStart,ITI,choiceUp,choiceMade,TrialOver,SSamount,LLamount,Condition,Choice,SSdelay,LLdelay,salienceCondition,day,runid,TaskInterval,RewardTrial,Construal_QuestionText,Construal_AnswerText,Construal_Condition
2003,1,1,,,,,1.56623542913,,,,25,30,1,,1,,1,3,2,1.48751936877,0,Why use a camera?, Give to charity.,2
2003,2,2,,,,,1.42539885482,,,,25,30,1,,7,,1,3,2,1.67499893201,0,Why give applause?, Show appreciation.,2
2003,3,1,,,,,1.04863132671,,,,25,30,1,,8,,1,3,2,1.65553404639,0,Why share ideas?, Show intellect.,3
2003,4,2,,,,,1.29302348812,,,,25,30,1,,4,,1,3,2,2.323808087,0,Why give to charity?, Support a cause.,3
2003,5,1,,,,,1.18997165198,,,,25,30,1,,2,,1,3,2,1.40598919005,0,How to improve oneself?, Gain knowledge.,6
2003,6,1,,,,,1.79104835463,,,,25,30,1,,6,,1,3,2,1.61637464444,0,How to feel nostalgia?, Keep a memory.,6
2003,7,1,,,,,1.01372302214,,,,25,30,1,,9,,1,3,2,3.38661924861,0,How to build muscles?, Lift weights.,5
2003,8,2,,,,,1.2235037283,,,,25,30,1,,5,,1,3,2,4.00640571966,0,How to contact a friend?, Make a phone call.,5
2003,9,2,,,,,2.27858324089,,,,25,30,1,,9,,1,3,2,2.33405081622,0,How to write a poem?, Grab a pencil.,4
2003,10,1,,,,,2.35112936572,,,,25,30,1,,7,,1,3,2,1.30634715301,0,How to participate in class?, Raise a hand.,4
2003,11,2,,,,,1.61476592413,,,,25,30,1,,1,,1,3,2,1.52283938625,0,Why throw away trash?, Make a list.,1
2003,12,1,,,,,1.23096094729,,,,25,30,1,,4,,1,3,2,1.70210329384,0,Why drink coffee?, Consume caffeine.,1
2003,13,1,,,,,1.47292060962,,,,25,30,1,,5,,1,3,2,1.01846934787,0,Why lift a glass?, Drink wine.,1
2003,14,1,,,,,1.23886395134,,,,25,30,1,,3,,1,3,2,2.60406368863,0,Why use credit cards?, Go shopping.,1
2003,15,2,,,,,2.49447095899,,,,25,30,1,,2,,1,3,2,1.34652638179,0,Why keep a memory?, Feel nostalgia.,3
2003,16,2,,,,,1.71362431713,,,,25,30,1,,6,,1,3,2,2.59601879959,0,Why show intelligence?, Impress others.,3
2003,17,1,,,,,1.97413760589,,,,25,30,1,,4,,1,3,2,2.26952388065,0,How to show humility?, Build muscles.,6
2003,18,2,,,,,1.20809072208,,,,25,30,1,,2,,1,3,2,1.06247745383,1,How to achieve success?, Get a promotion.,6
2003,19,1,,,,,3.94608382465,,,,25,30,1,,7,,1,3,2,1.67470170224,0,Why enter a classroom?, Attend a school.,2
2003,20,1,,,,,1.70736808698,,,,25,30,1,,8,,1,3,2,1.34806979796,0,Why dress formally?, Get a promotion.,2
2003,21,2,,,,,3.42180341073,,,,25,30,1,,1,,1,3,2,3.20624623064,0,How to lift weights?, Fasten seatbelt.,4
2003,22,2,,,,,1.30763513928,,,,25,30,1,,3,,1,3,2,1.65903281566,0,How to go shopping?, Use credit cards.,4
2003,23,1,,,,,2.27661215971,,,,25,30,1,,9,,1,3,2,2.29339107971,0,How to show appreciation?, Give applause.,5
2003,24,2,,,,,1.01651883355,,,,25,30,1,,6,,1,3,2,2.48020439918,0,How to make art?, Paint a picture.,5
2003,25,1,,,,,4.20754247911,,,,25,30,1,,2,,1,3,2,2.48540812883,0,How to show intelligence?, Participate in class.,5
2003,26,2,,,,,2.11946329864,,,,25,30,1,,4,,1,3,2,1.18491917131,0,How to avoid diseases?, Kill germs.,5
2003,27,1,,,,,1.75116014483,,,,25,30,1,,9,,1,3,2,1.96638253208,0,How to show an ability?, Satisfy hunger.,6
2003,28,2,,,,,2.48081583931,,,,25,30,1,,6,,1,3,2,2.56611751931,0,How to spread joy?, Get a job.,6
2003,29,2,,,,,1.95882938107,,,,25,30,1,,7,,1,3,2,1.55589409894,0,Why satisfy hunger?, Show an ability.,3
2003,30,1,,,,,3.55935174983,,,,25,30,1,,8,,1,3,2,1.83289357707,0,Why finish a job?, Feel productive.,3
2003,31,2,,,,,1.4903864988,,,,25,30,1,,5,,1,3,2,1.15131345851,0,Why stir ingredients?, Mix a cocktail.,1
2003,32,2,,,,,1.10218847982,,,,25,30,1,,1,,1,3,2,4.44910464452,0,Why raise a hand?, Participate in class.,1
2003,33,1,,,,,6.68449889911,,,,25,30,1,,6,,1,3,2,1.18596748474,0,How to make a list?, Throw away trash.,4
2003,34,2,,,,,3.32982945281,,,,25,30,1,,7,,1,3,2,1.29837517919,0,How to watch television?, Use a remote.,4
2003,35,1,,,,,1.05392125689,,,,25,30,1,,2,,1,3,2,2.44759806356,0,Why clip coupons?, Save money.,2
2003,36,2,,,,,1.3337591723,,,,25,30,1,,4,,1,3,2,1.13086569889,0,Why open a browser?, Write an email.,2
